,volume_id,title,year,page,sentence,keyword,Valid ex? 1=remove,On topic? 1 = yes,"P = positve, N = negative, [empty] = neutral/other - For ON TOPIC only",context,v_sent_score,tb_sent_score,ht_sent_score,v_sent,tb_sent,ht_sent
12,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,28.0,5.0,Frontier,,letter,,"You will use the utmost care to ascertain who are the leading men among the several tribes the real head-men and warriors; these you will spare no pains to attach to the interest of the United States, by removing, as far as may be, all causes of future contention or quarrels; by kind treatment, and assurances of protection; by presents of a permanent nature; and by using every endeavor to conciliate the affections of the white people inhabiting the frontiers towards them.",0.9619,0.15,0.9981439113616943,Positive,Neutral,POSITIVE
13,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,28.0,29.0,Frontier,,letter,,"I yesterday laid all the papers relatingto this business before the Council of State, for their consideration, who concurred with me in opinion that the powers of the Executive department of this State did not extend so far as to comprehend all the objects contained in the instructions sent forward by Congress, for the government of the commissioner to be appointed by this State, and though the resolution of Congress, passed as early as the 26th of October, no hostilities have hitherto been committed on the inhabitants of this State by the Cherokees, nor have we any intimation from the inhabitants of the frontier that any such hostilities are at present apprehended.",0.0093,0.05,-0.9958071708679199,Neutral,Neutral,NEGATIVE
14,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,35.0,34.0,Frontier,,letter,,"Did you not, last summer, kill six of our peaceable frontier inhabitants?",0.7534,0.0,-0.9976978898048401,Positive,Neutral,NEGATIVE
15,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,35.0,52.0,Frontier,,letter,,"That it is of great importance that the favorable dispositions of the said Creeek nation should be embraced immediately, in order to terminate, by an equitable peace, the disturbances and hostilities which have for some years past existed on the Southern frontiers.",0.8271,0.18333333333333335,0.9980517625808716,Positive,Neutral,POSITIVE
16,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,40.0,15.0,Frontier,,letter,,"Their hunting grounds extend from Cumberland river along the frontiers of Virginia, North and South Carolina, and part of Georgia.",0.1779,0.0,0.9982158541679382,Neutral,Neutral,POSITIVE
17,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,40.0,16.0,Frontier,,letter,,"The frequent wars they have had with the frontier people of the said States, have greatly diminished their numbers.",-0.5574,0.45,-0.9960805773735046,Negative,Positive,NEGATIVE
18,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,40.0,20.0,Frontier,,letter,,"By a variety of evidence which has been submitted to the late Congress, it has been proved that the said treaty has been entirely disregarded by the white people inhabiting the frontiers, styling themselves the State of Franklin.",-0.4391,-0.09999999999999999,-0.9897597432136536,Negative,Neutral,NEGATIVE
19,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,47.0,2.0,Frontier,,letter,NC,"SIR: I do myself the honor of writing you the different occurrences respecting the people on the frontiers of North Carolina, and the Cherokee Indians, transpired since my last.",0.7506,0.0,0.9976141452789307,Positive,Neutral,POSITIVE
20,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,47.0,4.0,Frontier,,letter,,"Not receiving an immediate answer from him, and having reason to believe these depredations continued, I sent a copy of the enclosed, addressed to the officers commanding on the frontiers of that State, which I hope will be attended with every good consequence.",0.7003,0.7,-0.9981628060340881,Positive,Positive,NEGATIVE
21,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,47.0,27.0,Frontier,,letter,,"I had given orders for a process to issue to apprehend Sevier, and had directed the commanding officer on the frontier to pursue a line of conduct similar to that pointed out in your letter.",0.0,0.0,-0.9879069328308105,Neutral,Neutral,NEGATIVE
22,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,47.0,28.0,Frontier,,letter,,It gives me pleasure to find that your ideas in this particular so intimately correspond with the measures I have adopted to restore and preserve the peace of the frontier.,0.8555,0.18333333333333335,0.9988625049591064,Positive,Neutral,POSITIVE
23,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,49.0,10.0,Frontier,,letter,,"Before he reached the nation, 400 Creek Indians were come out, were joined by 1200 Cherokees, had marched against the frontiers, and had stormed a fort and took 28 prisoners before the runners overtook them.",-0.4404,0.0,0.9476670026779175,Negative,Neutral,POSITIVE
24,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,49.0,11.0,Frontier,,letter,,The whole frontier country seemed then to be in their power.,0.0,0.2,-0.9786559343338013,Neutral,Neutral,NEGATIVE
25,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,50.0,16.0,Frontier,,letter,KY,"In the month of May last, a boat, richly laden, was going down Tennessee to Cumberland, the crew were decoyed by the Chicamoga Indians and Creeks together, all of which crew were killed and taken prisoners; after which doings, the Corn-tassel informed me of the cruel murder they had committed, also the repeated murders and robberies they were constantly committing on the frontiers of Cumberland and Kentucky, also on the Kentucky road, in company with the Creeks.",-0.9517,-0.16342592592592595,-0.5773021578788757,Negative,Neutral,NEGATIVE
26,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,50.0,19.0,Frontier,,letter,,"This the Indian chiefs urged in the strongest terms, which account I laid before the Executive of North Carolina, who advised that peace should be offered them, and, if refused by the Indians, that then the principal officers of Washington district should pursue such measures as to them should appear most likely to put a stop to those merciless Indians on the frontiers and roads.",0.4588,-0.04999999999999999,0.9847608804702759,Positive,Neutral,POSITIVE
27,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,50.0,48.0,Frontier,,letter,,"The distance of this nation from the frontier settlements being so great, is the principal reason that no complaints have been made of the encroachments of the whites.",0.8176,0.8,-0.8666431903839111,Positive,Positive,NEGATIVE
28,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,54.0,33.0,Frontier,,letter,NC,"Already the Cherokees have taken refuge from the violence of the frontier people of North Carolina within the limits of the Creeks, and it may not be difficult for a man of Mr. McGillivray's abilities to convince the Choctaws and Chickasaws that their remote situation is their only present protection; that the time must shortly arrive when their troubles will commence.",-0.457,-0.12,0.9970525503158569,Negative,Neutral,POSITIVE
29,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,55.0,8.0,Frontier,,letter,,"The angry passions of the frontier Indians and whites, are too easily inflamed by reciprocal injuries, and are too violent to be controlled by the feeble authority of the civil power.",-0.7096,-0.3416666666666667,-0.9938293099403381,Negative,Negative,NEGATIVE
30,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,55.0,14.0,Frontier,,letter,,"By this arrangement, the operation of which will soon be understood, the Indians would be convinced of the justice and good intentions of the United States, and they would soon learn to venerate and obey that power from whom they derived security against the avarice and injustice of lawless frontier people.",0.8591,0.7,0.9949980974197388,Positive,Positive,POSITIVE
31,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,55.0,15.0,Frontier,,letter,,"Hence it will appear, that troops will be necessary in either alternative-an army in case of an adoption of the first; and, after all the success that could reasonably be expected, by means thereof, a corps to be continued and stationed on the frontiers, of five hundred men.",0.5719,0.11250000000000002,-0.9908979535102844,Positive,Neutral,NEGATIVE
32,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,55.0,19.0,Frontier,,letter,,"If so direct and manifest contempt of the authority of the United States be suffered with impunity, it will be in vain to attempt to extend the arm of Government to the frontiers.",-0.7184,0.1,-0.9989124536514282,Negative,Neutral,NEGATIVE
33,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,56.0,13.0,Frontier,,letter,,"The comm nmanding officers of the troops on the frontiers of the Southern and Northern districts, as they possess the sword, should be the Indian agents, and for which they should have a consideration.",0.0,0.0,-0.9667181968688965,Neutral,Neutral,NEGATIVE
34,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,56.0,34.0,Frontier,,letter,,"The measure includes, not only peace and security to the whole southern frontier, but is calculated to form a barrier against the colonies of an European Power, which, in the mutations of policy, may one day become the enemy of the United States.",-0.4633,0.05,0.9981656670570374,Negative,Neutral,POSITIVE
35,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,56.0,39.0,Frontier,,letter,NC,"It will further appear by the said papers, that the treaty with the Cherokees has been entirely violated by the disorderly white people on the frontiers of North Carolina.",-0.5709,0.0,-0.9987837672233582,Negative,Neutral,NEGATIVE
36,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,57.0,4.0,Frontier,,letter,,"The distance of the Chuctaws and Chickasaws from the frontier settlements, seem to have prevented these tribes from being involved in similar difficulties with the Cherokees.",-0.2732,0.0,0.9966625571250916,Neutral,Neutral,POSITIVE
37,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,61.0,14.0,Frontier,,letter,,"The apparently critical state of the southern frontier will render it expedient for me to communicate to both Houses of Congress, with other papers, the whole of the transactions relative to the Creeks, in order that they may be enabled to form a judgment of the measures which the case may require.",-0.3182,0.015000000000000003,0.994382381439209,Negative,Neutral,POSITIVE
38,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,61.0,23.0,Frontier,,letter,,"Gentlemen of the Senate and of the House of Representatives: I lay before you å statement of the Southwestern frontiers, and of the Indian Department, which have been submitted to me by the Secretary for the Department of War.",-0.5994,0.0,0.98337721824646,Negative,Neutral,POSITIVE
39,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,61.0,31.0,Frontier,,letter,,"SIR: I humbly beg leave to submit to your consideration, a general statement of the Indian Department, and of the Southwestern frontiers, the same being intimately blended together.",-0.0516,0.012500000000000004,0.9968830943107605,Neutral,Neutral,POSITIVE
40,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,62.0,8.0,Frontier,,letter,,"But, in either event of peace or war, with the Creeks, the establishment of a line of military posts on the Southwestern frontier, appears to be highly requisite.",-0.1531,0.03,0.9952642917633057,Neutral,Neutral,POSITIVE
41,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,62.0,16.0,Frontier,,letter,,"This force, for the following objects, is utterly inadequate: to prevent the usurpation of the lands of the United States; to facilitate the surveying and selling the same, for the purpose of reducing the public debt; and for the protection of the frontiers, from Georgia to lake Erie.",-0.3246,0.0,-0.9995076656341553,Negative,Neutral,NEGATIVE
42,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,87.0,15.0,Frontier,,letter,,"Hence it will appear, that troops will be necessary in either alternative—an army in case of an adoption of the first; and, after all the success that could reasonably be expected, by means thereof, a corps to be continued and stationed on the frontiers, of five hundred men.",0.5719,0.11250000000000002,-0.9908512234687805,Positive,Neutral,NEGATIVE
43,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,100.0,31.0,Frontier,,letter,,"In this case, you will report such plans, both for defensive and offensive measures, so as best to protect the citizens of the United States on the frontiers, from any acts of injury or hostility of the Creeks.",0.1725,0.5,0.9965787529945374,Neutral,Positive,POSITIVE
44,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,103.0,15.0,Frontier,,letter,,"Whereupon, we, the commissioners plenipotentiary aforesaid, do think proper to confirm the said truce, and to give the strongest assurances of the friendly dispositions of the United States towards the Cherokee nation; and we have made the same known to all those whom it might concern, and particularly to all the inhabitants of the frontiers bordering on the Cherokee towns and settlements; declaring, in consequence of the full powers vested in us by the Supreme Executive of the United States of America, that it is the sincere intention of the said States to cultivate a friendly intercourse between our citizens and your people, and strictly enjoining an observance of the truce aforesaid upon the former.",0.9726,0.22083333333333333,0.9975690245628357,Positive,Neutral,POSITIVE
45,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,104.0,12.0,Frontier,,letter,,"Forasmuch as we have been given to understand, that a truce hath lately been concluded at the War-ford, between the commissioners of the State of North Carolina, on the one part, and the head-men of the Cherokees on the other; in expectation that a further negotiation for the purpose of establishing permanent peace and tranquillity will take place, as soon as the circumstances may admit: and whereas we have sent an official message to the Cherokee nation, with full assurances of the continuation of the good disposition and friendly intentions of the United States towards them: Now, therefore, we the commissioners plenipotentiary aforesaid, do think proper to make the same known to all the inhabitants of the frontiers, bordering on the towns and settlements of the said Cherokee nation; and we do declare, in virtue of the full powers vested in us, by the Supreme Executive of the United States of America, that it is the sincere intention of the said United States to cultivate a friendly intercourse and perpetual harmony between the citizens of the United States and the Southern Indians on their frontiers, upon terins of perfect equality and mutual advantage.",0.9928,0.24807692307692308,0.9945899248123169,Positive,Neutral,POSITIVE
46,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,111.0,14.0,Frontier,,letter,,"In the year 1787, their attacks were renewed, and repeated on almost all our frontiers.",-0.4404,0.0,-0.9932686686515808,Negative,Neutral,NEGATIVE
47,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,112.0,16.0,Frontier,,letter,,"Sir: We made our communications to the Creek nation, and they have refused to conclude a treaty of peace with the United States; and, as in this case, we are directed by our instructions to report such plans, both for defensive and offensive measures, as may be thought best to protect the citizens of the United States on the frontiers, in obedience to those instructions we offer the following particulars to your consideration: For defensive measures, a line of six posts ought to be established on the frontiers of Georgia, and two at least to guard the settlements upon the Cumberland river.",0.8979,0.175,0.9913108348846436,Positive,Neutral,POSITIVE
48,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,112.0,18.0,Frontier,,letter,,"To them, also, the exposed inhabitants of those countries might retire upon the alarm of danger; by this experiment, we should be satisfied how far a line of posts would be adequate to give complete protection to the citizens of the United States living on the frontiers.",0.1027,0.25833333333333336,0.9938250780105591,Neutral,Neutral,POSITIVE
49,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,112.0,19.0,Frontier,,letter,,"The stations in Georgia should be as follow: One upon the navigable waters of St. Mary; one at Beard's Bluff, upon the Altamaha; one at the junction of the Oconee and Oakmulgee; one at the Rock Landing; one at the Middle Trading Path; and one at the Upper Trading Path; the two latter at such positions as will be found the most convenient to protect the frontiers.",0.4336,0.1,0.9938318729400635,Positive,Neutral,POSITIVE
50,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,115.0,22.0,Frontier,,letter,,"While I flatter myself that this treaty will be productive of present peace and prosperity to our southern frontier, it is to be expected that it will also, in its consequences, be the means of firmly attaching the Creeks and the neighboring tribes to the interests of the United States.",0.8271,-0.07500000000000001,0.9864037036895752,Positive,Neutral,POSITIVE
51,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,131.0,4.0,Frontier,,letter,VA PA,"If, however, notwithstanding your intimations to them, they should continue their hostilities, or meditate any incursions against the frontiers of Virginia and Pennsylvania, or against any of the troops or posts of the United States, and it should appear to you that the time of execution would be so near as to forbid your transmitting the information to me, and receiving my further orders thereon, then you are hereby authorized and empowered, in my name, to call on the lieutenants of the nearest counties of Virginia and Pennsylvania, for such detachments of militia as you may judge proper, not exceeding, however, one thousand from Virginia and five hundred frotn Pennsylvania.",-0.3818,0.025,-0.9868279695510864,Negative,Neutral,NEGATIVE
52,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,131.0,8.0,Frontier,,letter,,"I would have it observed forcibly, thạt a war with the Wabash Indians ought to be avoided by all means consistently with the security of the frontier inhabitants, the security of the troops, and the national dignity.",0.0516,0.375,0.9916194677352905,Neutral,Positive,POSITIVE
53,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,131.0,22.0,Frontier,,letter,,"Although the said Shawanese, and banditti, aggregately, may not amount, at the excess, to two hundred fighting men, yet they seem sufficient to alarm the whole frontier lying along the Ohio, and, in a considerable degree, injure the reputation of the Government.",-0.8074,0.15000000000000002,-0.9952130317687988,Negative,Neutral,NEGATIVE
54,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,131.0,23.0,Frontier,,letter,,"To extend a defensive and efficient protection to so extensive a frontier, against solitary, or small parties of enterprising savages, seems altogether impossible.",0.7351,-0.3055555555555555,-0.9994257688522339,Positive,Neutral,NEGATIVE
55,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,200.0,6.0,Frontier,,letter,,"That the General Government are not insensible to the improper conduct of some lawless whites on the frontiers, to the friendly Indians.",0.4939,0.21250000000000002,-0.7385889887809753,Positive,Neutral,NEGATIVE
56,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,219.0,29.0,Frontier,,letter,,"When you shall have finished the business in Virginia and Maryland, you will please to repair to Carlisle, in this State, and complete any deficiencies which may be in either of the battalions or levies to be raised within the State; and, as soon after as possible, you will repair to the frontiers, there to take the command of Major General St. Clair.",0.3182,0.053125000000000006,0.9922160506248474,Positive,Neutral,POSITIVE
57,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,222.0,25.0,Frontier,,letter,,You will not retain more troops on the upper parts of the Ohio than shall be necessary for the defensive protection of the frontiers.,0.0258,0.16666666666666666,-0.9828827977180481,Neutral,Neutral,NEGATIVE
58,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,222.0,45.0,Frontier,,letter,,There is no frontier battalion of Virginia.,-0.296,0.0,-0.9929841756820679,Neutral,Neutral,NEGATIVE
59,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,224.0,17.0,Frontier,,letter,OH,"If the frontiers, on the upper parts of the Ohio, require defensive protection, the militia of the respective counties must perform that service.",0.4404,0.0,0.9915474057197571,Positive,Neutral,POSITIVE
60,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,225.0,1.0,Frontier,,letter,,"It must be our duty to mind our business, and accomplish the objects of the campaign; which, if as successful as all things promise, will give a new aspect to the security of the frontiers.",0.8834,0.4431818181818182,0.9965425133705139,Positive,Positive,POSITIVE
61,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,226.0,26.0,Frontier,,letter,,"No retardment of the essential objects of the campaign should be permitted under the idea of defensive protection of the frontiers, against a few straggling Indians.",-0.2732,-0.1,-0.9930461049079895,Neutral,Neutral,NEGATIVE
62,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,228.0,56.0,Frontier,,letter,,"The point is simply this: the contractor has entered into engagements with the Secretary of the Treasury, to furnish provisions to the troops on the frontiers.",0.34,0.0,-0.9873122572898865,Positive,Neutral,NEGATIVE
63,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,250.0,4.0,Frontier,,letter,,"I can, with great propriety, assure your Excellency, that it is my earnest desire that all the exposed parts of the frontiers should be as eftectually protected, at the general expense, as the case may require.",0.9559,0.42500000000000004,0.99724280834198,Positive,Positive,POSITIVE
64,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,250.0,20.0,Frontier,,letter,VA,"These scouts are to be of the best hunters, or woodsmen, and, as an inducement to such to perform the service, they will be allowed the high pay of five-sixths of a dollar per day, the price usually given on the frontiers of Virginia for said service.",0.5859,0.22749999999999998,0.9952915906906128,Positive,Neutral,POSITIVE
65,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,250.0,26.0,Frontier,,letter,PA,"SIR: I have the honor to enclose, for your information, a copy of a second memorial, which has been transmitted to me by the inhabitants of the frontier counties of Pennsylvania.",0.4939,0.0,0.9947446584701538,Positive,Neutral,POSITIVE
66,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,250.0,30.0,Frontier,,letter,,"Governor of the State of Pennsylvania: Sir: We have the honor to address you, in behalf of the counties of Westmoreland, Washington, Fayette, and Alleghany, respecting the present defenceless state of their frontiers, now exposed to the cruel ravages of a powerful and savage foe.",-0.2023,-0.2333333333333333,0.9965362548828125,Neutral,Neutral,POSITIVE
67,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,250.0,31.0,Frontier,,letter,,"The late defeat of the army under General St. Clair, has given rise to the most serious apprehensions to the inhabitants of those counties, who, being entirely unprotected, as well as destitute of arms and ammunition for defending themselves, now look up to your Excellency as the Executive arm of the Government, to ward off those dangers which threaten them, as well as the Commonwealth in general, Your Excellency is well aware of the great extent of our frontier; and, when you consider the high degree of spirit which the savages, animated by two successive victories, entertain, you may more easily conceive, than we can describe, the fears which pervade the breasts of those men, women, and children, who are more immediately subject to their barbarities and depredations.",0.5984,0.18794871794871798,0.9952887296676636,Positive,Neutral,POSITIVE
68,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,257.0,0.0,Frontier,,letter,,"Whereupon, in pursuance of the resolution of the General Assembly, authorizing the Executive to direct such temporary defensive operations in the county of Russell, or other of the Western frontier counties, (not extending to the district of Kentucky) as will secure the citizens thereof, from the hostile invasions of the Indians, it is advised That an additional company, consisting of a captain, lieutenant and ensign, four sergeants, four corporals, and sixty-six privates, be allowed for the defence of the counties of Wythe, Russell, and Montgomery.",0.0772,0.07083333333333335,0.9886367917060852,Neutral,Neutral,POSITIVE
69,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,257.0,19.0,Frontier,,letter,,"SIR: The exposed situation and the frequent depredations which are committed in the county of Harrison by the savages, constrain me to lay before your Excellency the distressed situation of the frontiers of the said county.",-0.2263,0.1,0.5638073086738586,Neutral,Neutral,POSITIVE
70,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832.0,257.0,25.0,Frontier,,letter,,"I must beg leave further to inform you, that, in February, 1790, I was called on, by the frontiers of the county, for protection, as there appeared great danger at that time; and, for my own justification, I called a council of the officers of the militia, whose result was, that I should order out eight scouts, which I accordingly did; and, at the same time, the council requested of me to go in person to the President at New York, which I also did, but received no instructions from the Board of War, until the second of May, therefore can receive no pay from the United States, prior to that date, for the said scouts; so that there is from the first of March until the second of May which I could wish your interference, in order to get them paid.",0.2486,0.19848484848484846,-0.9910780191421509,Neutral,Neutral,NEGATIVE
