volume_id,title,year,page,sentence,keyword,Valid ex? 1=remove,On topic? 1 = yes,"P = positve, N = negative, [empty] = neutral/other - For ON TOPIC only",context,before_sentence,after_sentence
wu.89060388378,Indians of the Ozark Plateau.,1970,118,3,Pioneer,,,,But out of this epoch of the nation's past came one of the region's pioneer doctors.,"Cherokees were forced to march became known as the “Trail of Tears.” It is an appropriate name. The forceful removal of the peaceful, home loving Cherokees has no parallel in American history.","But out of this epoch of the nation's past came one of the region's pioneer doctors. He was Silas Scruggs Stacey, an involuntary pioneer. Dr. Stacey, the son of William and Rebecca Stacey, was born in Jackson County, Tennessee, January 20, 1828. He was no more than ten years old when his father and Cherokee mother started their long trek westward to the Indian Territory. They joined a westbound caravan at Hopkinsville, Kentucky, traveling with it to Springfield, Missouri, where by accident or design they departed from the group."
mdp.39015032534052,Adventures on the western frontier /,1994,8,9,Pioneer,1,,,Frontier and pioneer life—West (U.S.) 3.,"Adventures on the western frontier / John Gibbon : edited by Alan and Maureen Gaff, p. cm. Includes index. ISBN 0-253-32579-X 1. Gibbon, John, 1827-1896. 2.",Frontier and pioneer life—West (U.S.) 3. West (U.S.)—History—1848-1950. 4. Indians of North America—Wars—1866-1895. 5.
wu.89060388378,Indians of the Ozark Plateau.,1970,118,4,Pioneer,,,,"He was Silas Scruggs Stacey, an involuntary pioneer.","Cherokees were forced to march became known as the “Trail of Tears.” It is an appropriate name. The forceful removal of the peaceful, home loving Cherokees has no parallel in American history. But out of this epoch of the nation's past came one of the region's pioneer doctors.","He was Silas Scruggs Stacey, an involuntary pioneer. Dr. Stacey, the son of William and Rebecca Stacey, was born in Jackson County, Tennessee, January 20, 1828. He was no more than ten years old when his father and Cherokee mother started their long trek westward to the Indian Territory. They joined a westbound caravan at Hopkinsville, Kentucky, traveling with it to Springfield, Missouri, where by accident or design they departed from the group. They lived for a time in Smallen Cave, a spacious cavern on Finley Creek, near Ozark."
wu.89060388378,Indians of the Ozark Plateau.,1970,125,17,Pioneer,,,,They are the beneficiaries of the Cherokee civilization; whether it was a pioneer grandmother reclaimed from illness by the skills of Dr. Silas Stacey or the readers of the literary works of John Rollin who spent a,"He was an honorable man, an efficient officer, and a trusted friend of the family. It was probably from his friendship and counsel that Sarah sent Jacqueline to his re-established Academy at Berryville, Arkansas.3 5 But the evil spirits of the past continued to haunt the Watie family. The grim reaper called again in the month of March at the door of Professor Issac Clark's Academy for the beautiful eighteen-year-old Jacqueline Watie. Poor Sarah, the devoted wife and mother, lingered in her memories for another half decade, decorating the grave of her warrior husband, and the final resting places of her beloved children. The people of the Ozarks hills are the recipients of a blended European culture, refined by the Cherokee for a more noble and fuller life.",They are the beneficiaries of the Cherokee civilization; whether it was a pioneer grandmother reclaimed from illness by the skills of Dr. Silas Stacey or the readers of the literary works of John Rollin who spent a
uc1.b3321586,Bulletin.,1971,163,9,Pioneer,,,,"The photographs were made by an O. S. Goff, who was a pioneer photographer at Bismarck in the 1870's and 1880's.","Below the neck there are vertical impressions from a simple stamp, the markings apparently extending downward onto the base. No ornamentation is visible on the rim. There is no documentation for this piece, which was acquired in 1926 through purchase and is “presumed to be Mandan” (Burnett to Wedel, letter of January 15, 1953). An interesting group of six pottery vessels is shown in an old photograph sent me by Alan Woolworth of the North Dakota Historical Society. According to Mr. Woolworth (letter of February 12, 1954), they are on “an old stereo photograph which was in the collection of a D. W. Longfellow, who was a trader at Fort Berthold reservation from 1877–79.","The photographs were made by an O. S. Goff, who was a pioneer photographer at Bismarck in the 1870's and 1880's. On the back of this stereo was the notation, ‘Pottery made by Mandan women.’” In a later letter, Woolworth observes that “I am quite sure that this photo was taken in the late summer of 1879 at Like-aFishhook Willage. Several of the Goff photos of this same series bear dates of that period.” In the group shown here (pl. 43, b), there are two double-mouthed vessels that have no counterpart in form, so far as I am aware, in other late pottery reported to date from the Fort Berthold locality or elsewhere on the Upper Missouri."
uc1.b3321586,Bulletin.,1971,283,20,Pioneer,,,,"We were told also of a large pre-Columbian site in the vicinity known only to one man, Vicente Aguilar, a native pioneer living on the Río de las Playas, who was unavailable to us as guide on our first expedition.","While working at the site of La Venta in 1943, we heard stories of ruins known as Pueblo Viejo, located on the Río de las Playas. On many maps of Mexico this site appears in large type as though it was an existing city. Unable to find anyone who had been there, we became intrigued and resolved to make a trip up the river in an effort to locate it. Our unsuccessful attempt to do so at that time has been described elsewhere (Stirling, 1943; Weber, 1945). However, on this 1943 trip we obtained information that convinced us of the existence of the ruins of Pueblo Viejo, which we presumed was a colonial site.","We were told also of a large pre-Columbian site in the vicinity known only to one man, Vicente Aguilar, a native pioneer living on the Río de las Playas, who was unavailable to us as guide on our first expedition. On March 11, 1944, Stewart, Mrs. Stirling, and I left La Venta in a canoe with an outboard motor, in order to survey the upper reaches of the river. Having heard of a mound group near the oil camp of"
mdp.39015003697185,"The Indian tribes of North America, with biographical sketches and anecdotes of the principal chiefs",1972,100,4,Pioneer,,,,"The pioneers, or first settlers of our country, are a hardy, erratic, adventurous race, uniting the habits of the hunter and the farmer, and among them the desire for new lands is a passion as strong as it is universal.","bring them into market. A portion of the territory is then surveyed, divided into tracts of a convenient size, by lines corresponding with the cardinal points of the compass, and the lands are then offered for sale. By these cautious enactments the Indians are not only protected in the enjoyment of their own lands, but after having ceded them, the progressive steps by which the new population are admitted oppose barriers which, if not broken down by lawless violence, would effectually prevent the one race from crowding oppressively upon the other. Unhappily, however, these humane and wise provisions have been but little regarded; and the greater number of our Indian wars have been incited by the impatience of our own people to possess the hunting-grounds of the receding savage.","The pioneers, or first settlers of our country, are a hardy, erratic, adventurous race, uniting the habits of the hunter and the farmer, and among them the desire for new lands is a passion as strong as it is universal. They delight in the wilderness. A fertile uninhabited tract combines the requisites which they deem necessary to happiness: a virgin soil, fresh and luxuriant, which yields an abundant harvest without laborious culture—a wide range of natural pasture over which their cattle may roam at large—and a country stocked with game. Allured by such advantages, thousands of individuals are constantly in the practice of breaking through the wholesome restraints to which we have alluded, and intruding not only on the public domain, but the lands of the Indians. Having found a choice spot, the pioneer erects his cabin, as fearless of the law as he is reckless of danger from the savage or the wild brute, and takes quiet possession, in the confidence that when the district shall be brought into market, an indulgent Government will grant the right of pre-emption to those who shall have settled within it in contravention"
mdp.39015003697185,"The Indian tribes of North America, with biographical sketches and anecdotes of the principal chiefs",1972,100,8,Pioneer,,,,"Having found a choice spot, the pioneer erects his cabin, as fearless of the law as he is reckless of danger from the savage or the wild brute, and takes quiet possession, in the confidence that when the district shall be brought into market, an indulgent Government will grant the right of pre-emption to those who shall have settled within it in contravention","Unhappily, however, these humane and wise provisions have been but little regarded; and the greater number of our Indian wars have been incited by the impatience of our own people to possess the hunting-grounds of the receding savage. The pioneers, or first settlers of our country, are a hardy, erratic, adventurous race, uniting the habits of the hunter and the farmer, and among them the desire for new lands is a passion as strong as it is universal. They delight in the wilderness. A fertile uninhabited tract combines the requisites which they deem necessary to happiness: a virgin soil, fresh and luxuriant, which yields an abundant harvest without laborious culture—a wide range of natural pasture over which their cattle may roam at large—and a country stocked with game. Allured by such advantages, thousands of individuals are constantly in the practice of breaking through the wholesome restraints to which we have alluded, and intruding not only on the public domain, but the lands of the Indians.","Having found a choice spot, the pioneer erects his cabin, as fearless of the law as he is reckless of danger from the savage or the wild brute, and takes quiet possession, in the confidence that when the district shall be brought into market, an indulgent Government will grant the right of pre-emption to those who shall have settled within it in contravention"
mdp.39015003697185,"The Indian tribes of North America, with biographical sketches and anecdotes of the principal chiefs",1972,422,16,Pioneer,,,,The mission took its name from a distinguished pioneer worker among the northern tribes.,"Both were in flourishing condition when broken up, with other Cherokee missions, by the state of Georgia in 1834. The work was afterward renewed beyond the Mississippi. ""—Mooney, ""Myths of the Cherokee,"" Nineteenth Annual Report of the Bureau of American Ethnology, pt. 1, p. 84, Washington, 1900. 8. ""In 1817 the American Board of Commissioners for Foreign Missions established its first station among the Cherokee at Brainerd, in Tennessee, on the west side of Chickamauga creek, two miles from the Georgia line.","The mission took its name from a distinguished pioneer worker among the northern tribes. The government aided in the erection of the buildings, which included a schoolhouse, gristmill, and workshops, in which, besides the ordinary branches, the boys were taught simple mechanic arts while the girls learned the use of the needle and the spinning wheel. There was also a large work farm. The mission prospered and others were established at Willstown, Hightower, and elsewhere by the same board, in which two hundred pupils were receiving instruction in 1820. Among the earliest and most noted workers at the Brainerd mission were Reverend D. S. Butrick and Reverend S. A. Worcester, the latter especially having done much for the mental elevation of the Cherokee, and more than"
uiug.30112088058091,Annual report - Indian and Northern Affairs. Rapport annuel -Affaires indiennes et du Nord.,1972,22,1,Pioneer,,,,"There is growing emphasis on the examination of utensils, techniques and equipment associated with pioneer homes, industries and trades.","New studies were begun on Fort St. James and its outposts, on the history of the Artillery Park complex in Ouebec City, and on its older vvalls and fortifications.","There is growing emphasis on the examination of utensils, techniques and equipment associated with pioneer homes, industries and trades. An extensive study of early stoves and fireplaces vvas completed, and others were begun on Canadian grist mills, tableware, and flooring materials and finishes. The collection of bibliographical data on domestic artifacts and living environments will facilitate building restoration and refurnishing. The service's new professional journal, Occasiona/ Papers in Archaeology and History, has received favourable reviews, and in its second year published three issues. These contained articles on the history of Lower Fort Gary as a fur trade post, a description of the archaeology done at the Fortress of Louisbourg since the beginning of reconstruction there; and a revievv of the excavations conducted by the Service at other National Historic Sites and Parks between 1962 and 1966."
uiug.30112088058091,Annual report - Indian and Northern Affairs. Rapport annuel -Affaires indiennes et du Nord.,1972,79,5,Pioneer,,,,"ln a revised policy document entitled ""Northern Roads Policy 1971"", approved by Cabinet in December 1971, provision has been made for the construction of pioneer roads.","A number of the ALUR research projects contributed to the study on the effects of pipelines in the north. Studies were also begun on waste disposal from construction camps and on oil spills at land bases. Sub-objective-To provide or assist in providing suitable industry, community and inter community infra-structure, inc/uding transportation facilities, in the Territories. Northern Roads The Northern Roads Program, a 10-year, S100 million undertaking approved by Treasury Board in 1965, includes plans for the construction of new roads to connect centres of population and to provide access to potential resource areas.","ln a revised policy document entitled ""Northern Roads Policy 1971"", approved by Cabinet in December 1971, provision has been made for the construction of pioneer roads. This type of road is designed to provide low-cost access into underdeveloped areas of natural resource potential. The new policy includes conservation TTleaSureS. Major expenditures on new roads during 1971 were: S2,300,000 on the Dempster Highway, S4,500,000 on the Mackenzie Highway, and S250,000 on the Fort Simpson-Fort Liard Road. Approximately S2,676,000 was spent on reconstruction of existing highways or roads in the Yukon and Northwest Territories. This program also provides for federal contributions tovvards resource roads which are constructed by a resource developer but are financed jointly by the developer and the government."
wu.89017394511,"Early America and the Book of Mormon; a photographic essay of ancient America,",1972,91,1,Pioneer,,,,"Alexander von Humboldt, who never visited Xochicalco, availed himself of these pioneer works in order to write a far from accurate description of the site.",jtocbicalco Xochicalco was one of the first sites to which Mexican archaeologists of the eighteenth century devoted their attention.,"Alexander von Humboldt, who never visited Xochicalco, availed himself of these pioneer works in order to write a far from accurate description of the site. We now know not only a great deal more about the building described by Humboldt and other scholars of this day, but of various additional ones that have since been explored and in which a great number of objects were found. The pyramid that was initially uncovered is still outstanding among the monuments at Xochicalco. It is not for its size that it is remarkable—since it is relatively small—but for the low reliefs that originally covered the entire structure. The reliefs on the lower section, comprising a tall sloping base and a wide cornice corresponding to the panel in Teotihuacan-style architecture, show an abundance of motifs."
uc1.b4098460,American Indian authors for young readers; a selected bibliography.,1973,18,18,Pioneer,,quotes,,The “pioneer” woman outwits them and they retreat hastily into the forest.,"In 1968 Harper & Row published Indian Summer, an “I CAN READ History Book” for children ages four through eight. According to the jacket copy it is “wonderful—geared to that important group, late first through third grade. . . . It is a perfect book.” The setting for the story is a log cabin in a Kentucky forest during the time when the American colonies were fighting to gain independence from Britain. While the man of the house is away fighting with the American forces, men of some unidentified tribe skulk around the cabin.","The “pioneer” woman outwits them and they retreat hastily into the forest. The author in a fit of incredible cuteness has contrived to work the sound “ugh” into the story. The message a child gets from this “history” book is that the settlers are good, peaceful people who love their homes and families, and that American Indians are menacing but stupid creatures called “redskins” who can be made fools of by a lone woman. The “pioneer” woman is bravely and courageously defending her home and children. The father is patriotic and dutiful."
uc1.b4098460,American Indian authors for young readers; a selected bibliography.,1973,18,21,Pioneer,,quotes,,The “pioneer” woman is bravely and courageously defending her home and children.,"The setting for the story is a log cabin in a Kentucky forest during the time when the American colonies were fighting to gain independence from Britain. While the man of the house is away fighting with the American forces, men of some unidentified tribe skulk around the cabin. The “pioneer” woman outwits them and they retreat hastily into the forest. The author in a fit of incredible cuteness has contrived to work the sound “ugh” into the story. The message a child gets from this “history” book is that the settlers are good, peaceful people who love their homes and families, and that American Indians are menacing but stupid creatures called “redskins” who can be made fools of by a lone woman.","The “pioneer” woman is bravely and courageously defending her home and children. The father is patriotic and dutiful. There is nothing in Indian Summer indicating that American Indians are also fathers and mothers with families and homes. Undoubtedly it is accurate that settlers were threatend by, and afraid of, Indians, but Indians were equally, if not more, threatened by the settlers and they had much more to lose. The history books and story books seldom make it clear that Native Americans in fighting back, were defending their homes and families and were not just being malicious."
wu.89060391091,"The tarnished halo; story of Fray Francisco Hidalgo,",1973,11,0,Pioneer,,,,"Author's Foreword materia finally ables in Texas Hidalgo anche glimpses mily, I have As a native Texan and descendant of a pioneer family, I have been fascinated for many years by the brief glimpses in conventional histories of Friar Francisco Hidalgo and his part in the founding of the first missions in Texas and several in northern Mexico.",,"Author's Foreword materia finally ables in Texas Hidalgo anche glimpses mily, I have As a native Texan and descendant of a pioneer family, I have been fascinated for many years by the brief glimpses in conventional histories of Friar Francisco Hidalgo and his part in the founding of the first missions in Texas and several in northern Mexico. When I was finally able to devote some time to a study of the source material, my interest grew, but even more so did my amazement that such a character and such a story had received such casual treatment by historians. Even in histories printed for use in Texas, the story is alloted only three or four paragraphs. Yet Francisco Hidalgo not only preceded the highly publicized Junípero Serra of California fame, and Eusebio Kino who worked in Arizona, but his story is even more dramatic and the impact of his work even more important. These facts and the realization of the great influence of his efforts on the development of Texas, the United States, and Mexico, to say nothing of Spain and France, persuaded me to try, as best I could, to bring him more into the public notice."
inu.39000005872770,Myths and legends of the New York Iroquois /,1974,20,14,Pioneer,,,,"The charm of America had reached the ears of Alexander Maxwell and in June 1770 he and his good wife set sail, from the port of Partick, for the new world where adventure and fortune, good or ill, awaited every daring pioneer.","To get at the ancestral elements which contributed to the construction of her mind and personality, we must go to the Highlands of Scotland where in the romantic days of history, “the Maxwells maintained the splendor of their name in the baronial towers of Caerlaverock.” A splendid name was that of Maxwell, and proudly borne by brave Highlanders from days of old. Alexander Maxwell. Back in the early years of the 18th century, in the Scottish valley of the Nithe was born Alexander Maxwell. He married Jane McBratney, she too a Highlander, and of the clan McPherson.","The charm of America had reached the ears of Alexander Maxwell and in June 1770 he and his good wife set sail, from the port of Partick, for the new world where adventure and fortune, good or ill, awaited every daring pioneer. But summer seas are not always smooth and June 14"
inu.39000005872770,Myths and legends of the New York Iroquois /,1974,24,16,Pioneer,,,,He had spent his early days in the west where he experienced all the adventures of the early pioneer.,"A gentleman who was her playmate in the days before her departure says he has a distinct and vivid recollection of her in a white dress and a broad red sash tied in an immense bow. “I can shut my eyes and see her as she appeared then, one of the most graceful little girls I ever saw.” In 1861 Harriet Maxwell Clarke, then the young widow of G. B. Clarke, one of the owners of Congress Spring, Saratoga, married Frank Buchanan Converse, of Westfield, Mass., a friend and playmate of her early childhood. For five years after her marriage she traveled in Europe, Asia and Africa and toured the United States. Her husband, Mr Converse, was an inventor and musician.","He had spent his early days in the west where he experienced all the adventures of the early pioneer. He lived with the Indians and became a great favorite with them. His skill as an athlete, and his dexterity with the rifle and bow won their admiration. After the return of Mr and Mrs Converse to the East they took up their home in Mott Haven, afterward removing to West 46th street, New York city. Mrs Converse's interest in Indians may be described as hereditary."
inu.39000005932442,"Drums, tomtoms and rattles; primitive percussion instruments for modern use,",1974,39,7,Pioneer,,,,"While not a difficult task this is a rather messy and smelly one, particularly since no chemicals can be used, and those stout-hearted ones whose pioneer spirits urge them to tackle it deserve all praise and cooperation.","surprisingly good drumhead may be made by stretching rubber from an old automobile inner-tube over the drumframe and tacking. This gives a good tomtom sound, and needs no tuning as in the case of hide or cloth. CLEANING AND PREPARING RAWHIDE Hides secured for drumheads from rawhide manufacturing companies come already cleaned, dehaired, and ready for use. All one needs to do with them is to soak them overnight in water, and they are in shape to place over the drumframe. There are always some people, however, who are possessed of the true woodcraft spirit to such an extent that they want to perform the whole process of making the drum themselves, even to cleaning the green hide as it comes from the slaughterhouse.","While not a difficult task this is a rather messy and smelly one, particularly since no chemicals can be used, and those stout-hearted ones whose pioneer spirits urge them to tackle it deserve all praise and cooperation. It should be said, however, that this job should be undertaken only in camps or in the country, and at a point some distance from the campus or living quarters. Secure a calfskin of the proper size from the slaughterhouse on the day the animal is killed if possible; calf is recom-"
inu.39000005932442,"Drums, tomtoms and rattles; primitive percussion instruments for modern use,",1974,41,2,Pioneer,,,,Another method of drying the hide is that of the white pioneer: The hide is merely tacked to the side of a barn.,33 of the Indians of the woods and plains. One often sees deer and bear hides that have been dried and kept hanging in these frames for long periods.,"Another method of drying the hide is that of the white pioneer: The hide is merely tacked to the side of a barn. In the Northwoods it is not an uncommon sight to see a half dozen deer-hides nailed to a building, some of them having been kept  Fig. 1-Frame for drying hide. there for a couple of years. Between the two methods, the frame of poles is much to be preferred."
inu.39000005932442,"Drums, tomtoms and rattles; primitive percussion instruments for modern use,",1974,176,17,Pioneer,,,,"Drums in Boys' and Girls' Clubs Any club for boys and girls that builds its program on primitive-lore, pioneer crafts, or camping will find in primitive drums an unusual appeal.","They make possible rhythm bands. As in the gymnasium, they may be used as a substitute for a starter's gun in racing events. Withal, if of the primitive type, they carry a strong imaginative appeal. They are good and useful things to have on the children's playground. Drumcraft using such objects as tin cans and cardboard cartons for frames is an excellent and inexpensive addition to the playground craft program.","Drums in Boys' and Girls' Clubs Any club for boys and girls that builds its program on primitive-lore, pioneer crafts, or camping will find in primitive drums an unusual appeal. In their every aspect they fit such a situa-"
inu.30000117665244,The Wisconsin archeologist.,1975,46,16,Pioneer,,,,"Before archaeological excavations could begin, it was necessary to remove the grave of a pioneer who had died from smallpox about 1850, the public health authorities being reluctant to allow reburial.","Aldrich had published two brief notes on Towa mounds (1884, 1905) and decided that there should be a Des Moines archaeological program to balance the activity of Reverend Ward in Iowa City, since the two state historical agencies viewed each other as competitors for state funds. For his first major effort at excavation, Aldrich and his assistant, Van Hyning, selected the Boone Mound, near Boone, Towa, on the Des Moines River. It was the largest known mound in the state. The excavation is illustrative of both the strengths and weaknesses of the new fieldwork methodology (Fig. 8).","Before archaeological excavations could begin, it was necessary to remove the grave of a pioneer who had died from smallpox about 1850, the public health authorities being reluctant to allow reburial. This impediment removed, the Boone City engineer was enlisted to prepare plans and make a survey. The mound was divided into five foot sections and was excavated by shoveling the northern section, removing the backdirt with a horse-drawn scraper, then continuing with each five foot section in succession. One report >"
inu.30000117665244,The Wisconsin archeologist.,1975,257,18,Pioneer,,,,"Of the early inhabitants, Asa Hough is particularly important as an early pioneer of southwest Wisconsin, contributing to the area's early settlement, trade and agricultural development.","The family was originally from Pennsylvania, moving to Indiana where all five sons were born, and then to Wisconsin where the three daughters were born. The identification of Wilson and his elder sons as farmers is significant in that the recovered ecofact debris with one exception provides no evidence of the extensive or even occasional use of domestic plants or animals, most being derived from riverine types of natural flora and fauna. On the other hand the site is placed on a high sand ridge just north of a broad floodplain prairie which could have been easily converted for farming. Moreover, the presence of scythe fragments and a hoe indicate some limited horticultural activity. Expanding the study to contiguous areas of Sections 29 and 30, T3N R2W (Fig. 15), Land Grant files indicate that the earliest local filing of land grants occurred in 1836, large areas in both sections not being filed on.","Of the early inhabitants, Asa Hough is particularly important as an early pioneer of southwest Wisconsin, contributing to the area's early settlement, trade and agricultural development. His role will be discussed later. of the other early occupants, Sam Druen is recorded as having come to Wisconsin on April 20, 1832, working as a miner at Potosi, participating in the Black Hawk War, and then moving to Dubuque, Towa, in 1832, with the discovery of"
inu.30000117665244,The Wisconsin archeologist.,1975,272,6,Pioneer,,,,His experiments with several domestic seed types made him a pioneer agriculturalist and one of the first persons to successfully cultivate the Bowles Dent Corn in Grant County at a time when corn raising was very uncertain.,"Finding that the Indians were in no hurry to come our way, we went back to the diggings [in Snake Hollow]."" (Brackets mine; Grant County History 1881:588). Gibralter's prosperity was short lived, Hough closing his smelter in 1834 and moving north up the Big Platte to the site of his sawmill (the earliest privately owned operation in Wisconsin). This move apparently brought activities at Gibralter to a close. Following his move, Hough became actively involved in animal husbandry and horticulture, and is responsible for the introduction and breeding of the earliest quality livestock (pigs and cattle) in southwest Wisconsin.","His experiments with several domestic seed types made him a pioneer agriculturalist and one of the first persons to successfully cultivate the Bowles Dent Corn in Grant County at a time when corn raising was very uncertain. His period of agricultural experimentation coincides with his acquisition of land in Section 30 on the Big Platte. Hough died in 1846, four years after the entrance of William Wilson onto the scene (Grant County History 1881:588-589). As with Gibralter, the central focus of early activity at Paris was lead smelting. ""Its site was on a point where, through pine covered hills and widening meadow bottoms, the Big Platte joins its main tributary of the same name with a diminutive prefis (Little Platte)."
inu.30000117665244,The Wisconsin archeologist.,1975,278,12,Pioneer,,,,"Following the same pattern as his successful The Treasures of Time, Leo Deuel has produced another book of carefully selected readings taken directly from the original accounts of pioneer archaeologists.","9 James B. Stoltman Department of Anthropology University of Wisconsin-Madison BOOK NOTICE Conquistadors Without Swords: Archaeologists in the Americas. Leo Deuel. Schocken Books, New York. 1974. 645 pp., 137 figs., 30 maps, and 36 plates. $7.50 (Paper).","Following the same pattern as his successful The Treasures of Time, Leo Deuel has produced another book of carefully selected readings taken directly from the original accounts of pioneer archaeologists. Whereas the former book dealt with archaeological discoveries in the Near East, the new book deals solely with the New World-South, Middle and North America. Unlike the typical collections of readings in which the compiler writes an introduction and, sometimes, a conclusion to the book, Deuel provides each reading with its own introduction in which the background and significance of the reading is discussed. The readings selected tend to deal with"
uc1.b3821989,Bulletin of the Texas Archeological Society.,1975,35,12,Pioneer,,,,"Inquiring into the possible function of this object, local rancher Charlie Lewis, descendant of a pioneer Floyd County ranching family, suggested that it may have been attached to a saddle and the rectangular part received the girt strap.","It is estimated that the original length was 11.3 cm., with a maximum width of 8.2 cm. from the lower part of the rectangular projection to the extreme back bar of the “D” ring. It is decorated by crescentic impressions .55 cm. wide from the beginning of the curved part and down both legs of the rectangular projection. They are randomly spaced and appear to have been made by a die while the object was heated sufficiently to receive an impression.","Inquiring into the possible function of this object, local rancher Charlie Lewis, descendant of a pioneer Floyd County ranching family, suggested that it may have been attached to a saddle and the rectangular part received the girt strap. CORDAGE (Fig. 10, C). Four fragments of cordage were recovered from the burial. Their original provenience is unknown, and as a consequence their function cannot be determined. Since a bit was not found with the material recovered, it is possible that they are fragments of a hackamore."
uc1.31822043014620,Background to historic and prehistoric resources of the East Mojave Desert region /,1976,243,13,Pioneer,,,,"Your humble servant has been the lucky or unlucky pioneer to discover a new silver district, in company with Mr. Frank B. Austin.","But, if so, no documentary record of it has been found by this researcher. It remained for the great interest in mining of the early 1860s (sparked by the success of the Comstock and other Nevada silver mines) to put prospectors in the East Mojave and for developments to be commenced. The first locations in the planning unit were made in the Providence Mountains/Mid Hills/New York Mountains region in 1863. We are fortunate that the men involved in this initial work wrote to newspapers and told of their discoveries. The following is extracted from the Los Angeles Star of May 9, 1863.","Your humble servant has been the lucky or unlucky pioneer to discover a new silver district, in company with Mr. Frank B. Austin. We discovered the Rock Springs district about fifty miles west from here [the letter was dated in El Dorado Ca?ſon on the Colorado River] and forty miles from Fort Mojave; the first ledge we discovered on the 12th of March last, and is called the Dona Carolina Gold and Silver Mining Company lode. The metal is the muriate sulphurate of silver, and we consider it to be rich. The mineral is of a dark gray and mixed with blue bromides of silver, and is entirely different from any other ledge discovered in this vicinity. In company with Messrs. Taylor and Nicholson, we discovered Silver Hill, nine miles from Rock Springs, where there are several large quartz ledges bearing silver; the"
inu.30000035011257,Papers in anthropology.,1977,44,20,Pioneer,,,,"Because the Icelanders wanted to pioneer enough land for a large colony, a small delegation surveyed a variety of locations in the U.S. and Canada.","Sheep, the mainstay of the economy, died of numerous diseases; a large area was covered with ashes from a volcanic eruption in the north east of Iceland in 1875; and glacial conditions worsened again making fishing and farming even more difficult. All of these factors, in addition to the unstable political situation, made Iceland ripe for emigration when the opportunity presented itself. Beginning in the 1860's individual Icelanders left Iceland to try their fortunes in Brazil and Utah. In 1870, a group of four Icelanders moved to Wisconsin and wrote back home informing a newspaper about conditions in the New World. In the early 1870's several larger groups emigrated to various locations in Ontario.","Because the Icelanders wanted to pioneer enough land for a large colony, a small delegation surveyed a variety of locations in the U.S. and Canada. They decided that the territory extending thirtysix miles north along the shore of Lake Winnipeg from the border of what was then the Province of Manitoba, and inland for ten miles to the west was suitable land to found a colony. They named the region New Iceland and were given permission by the government of the Kewatin District of Canada to establish a settlement. About: 270 persons arrived in Winnipeg in the fall of 1875, with an additional 1200 arriving in 1876. They all left Iceland with the intent of settling in the Icelandic colony north of the town."
inu.30000035011257,Papers in anthropology.,1977,45,7,Pioneer,,,,The pioneer immigrants in the 1870's and 1880's experienced many hardships in their economic and social adjustment to a frontier area (see Kristjanson 1965).,"Each year certain immigrants stayed in the town where they found work as unskilled laborers and domestic servants. As the urban area grew from a village to a city, those who remained behind in Winnipeg prospered with it (Kristjanson 1965:1634). Voluntary Associations Western Icelanders began to form voluntary associations almost immediately after they immigrated to Canada in the 1870's. A wide variety of clubs and organizations were formed to meet the needs of the immigrant community. These associations ranged from church groups to those formed for charitable, political and social reasons.","The pioneer immigrants in the 1870's and 1880's experienced many hardships in their economic and social adjustment to a frontier area (see Kristjanson 1965). The result was that voluntary associations at first tended to focus on providing mutual assistance, education of the young, and medical care. Voluntary associations created to meet these needs are a world-wide phenomona. For descriptions of similar responses to immigrant needs and the resultant types of voluntary associations see Kenneth Little's (1965) West African Urbanization: A Study of Voluntary Associations; William Mangin (1959)"
inu.30000035011257,Papers in anthropology.,1977,47,17,Pioneer,,,,"Present day Icelandic Canadian women also perceive themselves as capable and strong minded, although not perhaps as tough physically as the pioneer women.","Icelandic women's organizations have concentrated on education and charity work, for example, raising money to build and staff schools, hospitals, and homes for the aged, thus carrying out programs which were similar in their aims to those found among organizations of Icelandic Canadian women. However, women in Iceland have also organized women's auxilary clubs allied to the national political parties. These associations hold regular meetings to discuss the political questions of the day, canvass for voters, raise money, etc. Thus, the impulse for women to organize into active voluntary associations for the betterment of society was strongly present during the emigration period. Pioneer women are regarded by the informants almost as a special group of individuals who were more than ordinarily hard working and capable.","Present day Icelandic Canadian women also perceive themselves as capable and strong minded, although not perhaps as tough physically as the pioneer women. Even today, many of the informants felt that Icelandic Canadian women tended to be slightly more aggressive, especially those women who attained positions of leadership in the Icelandic community, than women of other ethnic backgrounds in Canada. Although women have been capable leaders in the running of clubs, involvement of women over the years in Western Icelandic voluntary associations has been subject to fluctuations. From the end of World War II until the late 1960's, women were not as active in clubs as they had been in the twenty years previously. This decline in interest regarding club participation on the part of the second and third generation Canadian women of Icelandic descent is but one indicator of the gradual assimilation of the Icelandic population into the Canadian milieu."
