,volume_id,title,year,page,sentence,keyword,Valid ex? 1=remove,On topic? 1 = no,"P = positve, N = negative, [empty] = neutral/other - For ON TOPIC only",context,v_sent_score,tb_sent_score,ht_sent_score,v_sent,tb_sent,ht_sent
43,mdp.39015005561942,Annual report of the Bureau of American Ethnology to the secretary of the Smithsonian Institution.,1928,315,0,extinct,,,race,"I. HISTORICAL AND GEOGRAPHICAL Tribes of the Gkoup.—The Flathead group consists of four tribes, and there were two others which are now extinct.",0.0,-0.2,0.991033136844635,Neutral,Neutral,NEGATIVE
44,uc1.c006937278,"Archeological investigations--II,",1928,240,24,extinct,,,clan,I have no explanation of the others which may have become extinct.,-0.296,-0.4,0.9997003078460693,Neutral,Negative,NEGATIVE
45,uc1.c006937278,"Archeological investigations--II,",1928,467,11,extinct,,,culture,"It was peculiar to the Algoquian tribes and was a phase of the tribal life that has passed away, and with the passing of that life the art has become almost extinct.",0.1531,-0.4,0.9990377426147461,Neutral,Negative,NEGATIVE
46,uc1.c2925744,The clown in native North America /,1929,283,4,extinct,,,culture,The 800 iety ultimately became extinct; presumably because all the members 1 were killed.,-0.6705,-0.20000000000000004,0.9996404647827148,Negative,Neutral,NEGATIVE
47,uva.x001648041,"From Quebec to New Orleans; the story of the French in America ... Fort de Chartres,",1929,251,9,extinct,,,village,"The long since extinct village of St. Philippe and parish of St. Philippe de la Visitation were also located on this tract, on the low ground some six miles northwest of Fort de Chartres.",-0.2732,-0.15,0.9724355340003967,Neutral,Neutral,NEGATIVE
48,mdp.39015003692467,"Ancient life in the American Southwest, with an introduction on the general history of the American race,",1930,92,18,extinct,,,clan,"If a time came when sons only were born in the clan, it became extinct.",0.0,-0.2,0.9994958639144897,Neutral,Neutral,NEGATIVE
49,inu.30000054101583,Native North American chronology /,1995,35,8,extinct,,1,animal,"They lived a nomadic life (having no permanent home and moving from place to place in search of food and water) based on collecting wild plants and hunting animals such as mammoths (very large Ice Age elephants, now extinct), camels, and bison.",-0.296,-0.005357142857142866,0.8912468552589417,Neutral,Neutral,NEGATIVE
50,inu.30000054101583,Native North American chronology /,1995,36,12,extinct,,1,animal,"The Folsom people were hunters and gatherers, but they made smaller spear points than their Clovis ancestors and concentrated on hunting the (now extinct) giant bison.",0.0,-0.13333333333333333,0.9071393609046936,Neutral,Neutral,NEGATIVE
51,inu.30000054101583,Native North American chronology /,1995,36,13,extinct,,1,animal,"By the end of the Folsom tradition in 8000 B.C., many of the North American Ice Age mammals, such as the giant ground sloth, woolly mammoth, and dire wolf, were extinct.",-0.4588,0.019999999999999997,0.9886307716369629,Negative,Neutral,NEGATIVE
52,inu.30000054101583,Native North American chronology /,1995,36,17,extinct,,1,animal,"Herds increased after the extinction of predators (animals that attacked and killed bison), like lions and short-faced bears.",-0.5994,-0.2,0.7963259816169739,Negative,Neutral,POSITIVE
53,mdp.39015003692467,"Ancient life in the American Southwest, with an introduction on the general history of the American race,",1930,110,11,extinct,,,village,"The nearest cognate of the Jemez was the town of Pecos, the large frontier settlement sixty miles to the east, extinct since 1838.",0.0,-0.09285714285714287,0.9958133101463318,Neutral,Neutral,NEGATIVE
54,mdp.39015003692467,"Ancient life in the American Southwest, with an introduction on the general history of the American race,",1930,116,1,extinct,,,village,"Eighteen towns have now been described; one, Pojoaque, having recently become extinct.",0.0,-0.2,0.9968926310539246,Neutral,Neutral,NEGATIVE
55,mdp.39015003692467,"Ancient life in the American Southwest, with an introduction on the general history of the American race,",1930,317,8,extinct,,,village,"In 1840 the town became entirely extinct and Pecos lost its identity At the village of Jemez, sixty miles in an air-line westward from Pecos, the last survivor of Pecos Pueblo lived well into the present century.",0.3182,-0.13333333333333333,0.999430239200592,Positive,Neutral,NEGATIVE
56,inu.30000085301731,The Minnesota archaeologist.,2000,62,2,extinct,,1,water,"This includes related, reworked sediments such as the sand and gravel ridges that represent fossil beaches of extinct glacial lakes, erosional exposures created by streams or lakes, and concentrations of cobbles in streambeds or along lakeshores.",0.128,-0.13333333333333333,0.9366151094436646,Neutral,Neutral,NEGATIVE
57,inu.30000085301731,The Minnesota archaeologist.,2000,62,39,extinct,,1,water,"Cobbles are, however, abundant in beaches of the extinct lake.",0.0,0.09999999999999998,0.9110309481620789,Neutral,Neutral,NEGATIVE
58,inu.30000087807537,"An archaeological survey of Twin Buttes Reservoir, Tom Green County, Texas /",2001,74,3,extinct,,1,animal,artifact and extinct fauna assemblages within welldefined stratigraphy (Collins 1995:380–381).,0.0,-0.4,0.9882822632789612,Neutral,Negative,POSITIVE
59,inu.30000087807537,"An archaeological survey of Twin Buttes Reservoir, Tom Green County, Texas /",2001,75,5,extinct,,1,animal,"This climatic shift is also marked by the decline and extinction of mammoth, mastodon, horse, camel, and giant bison (Bison antiquus).",0.0,0.05,0.9849493503570557,Neutral,Neutral,NEGATIVE
60,inu.30000087807537,"An archaeological survey of Twin Buttes Reservoir, Tom Green County, Texas /",2001,75,6,extinct,,1,animal,"With the possible exception of the Berclair Terrace site (Sellards 1940), archaeological evidence suggests that after 8000 BP, large gregarious game animals were either extinct or otherwise extricated from Texas.",0.0,-0.11714285714285715,0.9650443196296692,Neutral,Neutral,NEGATIVE
61,inu.30000087807537,"An archaeological survey of Twin Buttes Reservoir, Tom Green County, Texas /",2001,75,17,extinct,,1,animal,The extinction of large herds of megafauna and the changing climate at the beginning of the Holocene stimulated a behavioral change by the Prehistoric inhabitants of South Texas (McKinney 1981).,0.2263,0.21428571428571427,0.9918528199195862,Neutral,Neutral,POSITIVE
62,mdp.39015031603973,The Swimmer manuscript Cherokee sacred formulas and medicinal prescriptions,1932,42,9,extinct,,,language,"The differences existing between the two dialects that are still spoken are small indeed, nor does the extinct dialect seem to have diverged much from the two others.",0.0,-0.15,0.9947654008865356,Neutral,Neutral,NEGATIVE
63,mdp.39015031603973,The Swimmer manuscript Cherokee sacred formulas and medicinal prescriptions,1932,187,7,extinct,,,culture,"It is easy to understand why this practice is now on the verge of extinction: There is no game now in the Cherokee country, the killing of which would be worth such an exorbitant sum,74 and as for the love formulas, the younger generation, which must always have supplied the main customers for this line, are fast losing faith in these practices and are relying on more material means to attract the attention and to obtain the favor of the opposite sex.",0.7783,0.22999999999999998,0.9996019005775452,Positive,Neutral,NEGATIVE
64,wu.89058380106,Indian Americans /,1932,37,7,extinct,,,culture,For a good many reasons the Indian's heritage of beauty has become nearly extinct under the overlay of civilization that has rushed upon him.,0.7717,0.26666666666666666,0.9991790652275085,Positive,Neutral,NEGATIVE
65,wu.89058380106,Indian Americans /,1932,39,10,extinct,,,culture,"Marie Martinez, the one who more than any other Indian injected new life into the almost extinct craft of pottery a few years ago, was teaching six girls, some from her own pueblo, some brought for the afternoon from the governof the que",0.0,0.08522727272727271,0.9958077669143677,Neutral,Neutral,POSITIVE
66,inu.30000100605926,Mississippi archaeology Q & A /,2005,66,2,extinct,,1,animal,"Spear points became much smaller, perhaps indicative of a new emphasis on smaller animals such as deer (the mastodon, alas, had become extinct).",-0.2732,-0.11060606060606061,0.9978373646736145,Neutral,Neutral,NEGATIVE
67,inu.30000100605926,Mississippi archaeology Q & A /,2005,72,15,extinct,,1,animal,Many species of mussel are today either extinct or on the verge of extinction.,0.0,0.04999999999999999,0.9991809725761414,Neutral,Neutral,NEGATIVE
68,inu.30000100605926,Mississippi archaeology Q & A /,2005,153,19,extinct,,1,animal,Mastodons An extinct form of elephant that lived in Mississippi during the last Ice Age.,0.0,-0.2,0.8939483165740967,Neutral,Neutral,NEGATIVE
69,inu.30000107487781,Bulletin of the Texas Archeological Society.,2005,139,26,extinct,,1,animal,"When distinctive fluted spear points were found lying in the midst of mammoth ribs along Blackwater Draw near Clovis, New Mexico, in the 1930s, archeologists proposed that the Clovis culture was a big-game hunting culture that specialized in hunting large, now-extinct, Pleistocene animals (Willey 1966:38).",-0.5267,0.15021645021645022,0.915847897529602,Negative,Neutral,NEGATIVE
70,inu.30000107487781,Bulletin of the Texas Archeological Society.,2005,139,27,extinct,,1,animal,"Since a different form of fluted spear point was found near Folsom, New Mexico in association with extinct bison, archeologists proposed that Clovis culture was succeeded by Folsom culture, which also consisted of bands of nomadic biggame hunters.",0.4215,-0.040909090909090916,0.9945871829986572,Positive,Neutral,NEGATIVE
71,inu.30000107487781,Bulletin of the Texas Archeological Society.,2005,139,28,extinct,,1,animal,This belief persisted for much of the 20th century as more and more intact sites of this age were found in association with the bones of large extinct species in many different parts of North America.,0.3306,0.18928571428571428,0.9935923218727112,Positive,Neutral,POSITIVE
72,inu.30000107487781,Bulletin of the Texas Archeological Society.,2005,283,6,extinct,,1,animal,"The Bonfire Subperiod is based on Bone Bed 2 at Bonfire Shelter where extinct bison are found to have been killed with a variety of projectile point styles, including Folsom and Plainview, during a mesic climatic period.",-0.6705,-0.30000000000000004,0.9911767244338989,Negative,Neutral,NEGATIVE
73,inu.30000108495213,Bulletin of the Archaeological Society of New Jersey.,1981,14,10,extinct,,1,animal,These sites are believed to be related to landforms in extinct ecological settings.,0.0,0.0,0.9917507767677307,Neutral,Neutral,NEGATIVE
74,inu.30000117663595,Newsletter /,1965,29,7,extinct,,1,animal,"Archaeologists believe the desert culture, which flourished between Idaho and Mexico and the Rocky lountains to the Sierra llevada, existed from about 11000 B.C, to about the time of Christ, These primitive tribes hunted big game, such as the mommoth dire wolf, american camel, and giant sloth, all of which became extinct by 6000 B.C.",-0.4588,-0.13333333333333333,0.8750808238983154,Negative,Neutral,NEGATIVE
75,inu.30000117665244,The Wisconsin archeologist.,1975,34,4,extinct,,1,animal,"These two pipes were regarded as extremely important, for they confirmed a theory that the mound builders were familiar with extinct mammoth or mastodon.",0.2716,0.19375,0.9955794215202332,Neutral,Neutral,POSITIVE
76,inu.30000117665244,The Wisconsin archeologist.,1975,154,15,extinct,,1,animal,"Certain of the glacial species, such as the mastodon, had become extinct.",0.2732,-0.061904761904761914,0.9994814991950989,Neutral,Neutral,NEGATIVE
77,inu.30000117668529,Northwest anthropological research notes.,1982,77,5,extinct,,1,animal,"1 Archaeology of the Black River Duwamish: An Introduction to Sites 45-KL-51 and 45-KL-59 JAMES C. CHATTERS Central Washington University I In 1979 and 1980, three Native American occupation sites were excavated by the University of Washington Office of Public Archaeology along the course of the now extinct Black River.",0.0,-0.12222222222222222,0.9666063189506531,Neutral,Neutral,POSITIVE
78,inu.30000117877385,Central States archaeological journal.,1956,46,2,extinct,,1,animal,"Probobly on effigy of the Irovy-billed Woodpecker, now extinct in the Centrol Stotes.",0.0,-0.4,0.9266664385795593,Neutral,Negative,NEGATIVE
79,inu.30000117877385,Central States archaeological journal.,1956,119,14,extinct,,1,animal,"Records of man-made objects found with extinct animal remains are recorded from Gasconade and Benton counties, Missouri.",0.0,-0.4,0.8627832531929016,Neutral,Negative,NEGATIVE
80,inu.30000117878276,The Masterkey.,1985,31,15,extinct,,1,plant,"Based primarily on our archaeological data, we have been able to document three species of plants and two species of animals that are or will soon become extinct.",0.0,0.125,0.9950618147850037,Neutral,Neutral,POSITIVE
81,inu.30000117878276,The Masterkey.,1985,31,27,extinct,,1,animal,The second animal disturbance may in fact result in the species' extinction.,-0.3818,0.0,0.9996912479400635,Negative,Neutral,NEGATIVE
82,inu.30000117878276,The Masterkey.,1985,31,33,extinct,,1,animal,Recent flooding has destroyed much of its habitat and it is threatened with extinction.,-0.7351,0.1,0.9992356300354004,Negative,Neutral,NEGATIVE
83,inu.30000117878276,The Masterkey.,1985,31,36,extinct,,1,animal,"In fact, the species was thought to have been exterminated from the river and extinct in the United States for the last fifty years (it is possible that the same species still existed in northern Mexico.)",0.4215,-0.1,0.9975409507751465,Positive,Neutral,NEGATIVE
84,inu.30000117878276,The Masterkey.,1985,54,1,extinct,,1,animal,"Additionally, Rancholabrean animals — including the California lion, dire wolf, giant short-faced bear, and Columbian mammoth — became extinct between 11, OCX) and 6000 B.C.; and the Great Basin/Mojave Desert area lost its numerous lakes and lush grasslands after about 6000 B.C., when the climate became increasingly arid and deserts began to emerge.",-0.0516,0.1,0.9995390176773071,Neutral,Neutral,NEGATIVE
85,inu.30000117878276,The Masterkey.,1985,54,13,extinct,,1,animal,"Similar artifacts at China and Tulare Lakes were found near fossils of extinct large mammals, but no unequivocal big-game kill sites have been reported in California.",-0.8847,-0.021428571428571443,0.972091019153595,Negative,Neutral,NEGATIVE
