volume_id,title,year,page,sentence,keyword,Valid ex? 1=remove,On topic? 1 = no. separate out 'old settler',"P = positve, N = negative, [empty] = neutral/other - For ON TOPIC only",context,before_sentence,after_sentence
hvd.tz1nwn,"Annual report of the Commissioner of Indian Affairs, for the year ...",1881,309,7,Settler,,,law,"97.-An act for the relief of settlers upon the Absentee Shawnee lands in Kansas, and for other purposes.","That for the purpose of equitably adjusting the amount due to the Winnebago Indians in Wisconsin, under the act of June twenty-fifth, eighteen hundred and sixty-four, from that portion of the tribe residing in Nebraska, and arising from the failure of the Department of the Interior to set aside from year to year the proportion of the tribal fund belonging to said Wisconsin Winnebagoes, as provided in said act, from the date of the passage of the same to the year eighteen hundred and seventy-six, and the payment of the full amount of the same to the Winnebagoes of Nebraska for soch period, the Secretary of the Interior is hereby directed to bave an account between said portions of the Winnebago tribe of Indians stated, basing the same upon the census herein provided for, charging the Winnebagoes in Nebraska with the full amount found to be due to the Wisconsin Winnebagoes under said act for the period named, and crediting them with the amount actually expended in the removal and subsistence of the Wisconsin Winnebagoes at the date of their removal to Nebraska in the year eighteen hundred and seventy-three; and the balance found in favor of the Winnebagoes of Wisconsin, whatever the amount may be, sball hereafter be held and considered as a debt due to them from that portion of the tribe residing in Nebraska ; and until said debt shall have been extinguished the Secretary of the Interior shall cause to be deducted annually from the proportion of annuity moneys due to the Winnebagoes in Nebraska, and to be paid to the Winnebago Indians in Wisconsin, such proportion of the share of annuities belonging to the said Winnebagoes of Nebraska as he may deem right and proper: Prorided, however, That such sum sball not be less than seven thousand dollars per annu. SEC. 5. That the titles acquired by said Winnebagoes of Wisconsin in and to the lands heretofore or hereafter entered by them under the provisions of said act of March third, eigbteen hundred and seventy-five, shall not be subject to alienation or incumbrance, either by voluntary conveyance or by the judgment, decree, or order of any court, or subject to taxation of any character, but shall be aud remain inalienable and not snbject to taxation for the period of twenty years from the date of the patent issued therefor. And this section shall be inserted in each and every patent issued under the provisions of said act or of this act. CHAP.","97.-An act for the relief of settlers upon the Absentee Shawnee lands in Kansas, and for other purposes. (March 1, 1881.) Be it enacted by the Senate and House of Representatives of the United States of America in Congress assembled, That the provisions of the joint resolution approved April seventh, eighteen hundred and sixty-nine, for the relief of the settlers upon the Absentee Shawnee lands in Kansas, be, and they hereby are, extended so as to allow any bona fide settier now occupying said lands, and having made improvements thereon, or the heirs at law of such, who is a citizen of the United States, or who has declared his intention to become such according to the naturalization laws, to purchase for cash the land so occupied and improved by him, not to exceed one bundred and sixty acres in each case, at not less than two dollars aud tifty cents per acre, at any time within one year after the passage of this act, under such rules and regulations as the Secretary of the Interior may prescribe, and that any land, not claimed by such settlers at the expiration of that period shall be offered at public sale at the minimum rate of two dollars and fifty cents per acre, notice of such sale to be given by public advertisement of not less than thirty days; and, further, that any tracts not then sold shall be thereafter Bobject to private entry at the same minimum : Provided, however, That the proceeds of such sales shall be applied in accordance with the provisions of the treaty between the Uuited States and the said Shawnee Indians, proclaimed November second, eighteen hundred and fifty-four. CHAP."
hvd.tz1nwn,"Annual report of the Commissioner of Indian Affairs, for the year ...",1881,309,9,Settler,,,,"Be it enacted by the Senate and House of Representatives of the United States of America in Congress assembled, That the provisions of the joint resolution approved April seventh, eighteen hundred and sixty-nine, for the relief of the settlers upon the Absentee Shawnee lands in Kansas, be, and they hereby are, extended so as to allow any bona fide settier now occupying said lands, and having made improvements thereon, or the heirs at law of such, who is a citizen of the United States, or who has declared his intention to become such according to the naturalization laws, to purchase for cash the land so occupied and improved by him, not to exceed one bundred and sixty acres in each case, at not less than two dollars aud tifty cents per acre, at any time within one year after the passage of this act, under such rules and regulations as the Secretary of the Interior may prescribe, and that any land, not claimed by such settlers at the expiration of that period shall be offered at public sale at the minimum rate of two dollars and fifty cents per acre, notice of such sale to be given by public advertisement of not less than thirty days; and, further, that any tracts not then sold shall be thereafter Bobject to private entry at the same minimum :","That the titles acquired by said Winnebagoes of Wisconsin in and to the lands heretofore or hereafter entered by them under the provisions of said act of March third, eigbteen hundred and seventy-five, shall not be subject to alienation or incumbrance, either by voluntary conveyance or by the judgment, decree, or order of any court, or subject to taxation of any character, but shall be aud remain inalienable and not snbject to taxation for the period of twenty years from the date of the patent issued therefor. And this section shall be inserted in each and every patent issued under the provisions of said act or of this act. CHAP. 97.-An act for the relief of settlers upon the Absentee Shawnee lands in Kansas, and for other purposes. (March 1, 1881.)","Be it enacted by the Senate and House of Representatives of the United States of America in Congress assembled, That the provisions of the joint resolution approved April seventh, eighteen hundred and sixty-nine, for the relief of the settlers upon the Absentee Shawnee lands in Kansas, be, and they hereby are, extended so as to allow any bona fide settier now occupying said lands, and having made improvements thereon, or the heirs at law of such, who is a citizen of the United States, or who has declared his intention to become such according to the naturalization laws, to purchase for cash the land so occupied and improved by him, not to exceed one bundred and sixty acres in each case, at not less than two dollars aud tifty cents per acre, at any time within one year after the passage of this act, under such rules and regulations as the Secretary of the Interior may prescribe, and that any land, not claimed by such settlers at the expiration of that period shall be offered at public sale at the minimum rate of two dollars and fifty cents per acre, notice of such sale to be given by public advertisement of not less than thirty days; and, further, that any tracts not then sold shall be thereafter Bobject to private entry at the same minimum : Provided, however, That the proceeds of such sales shall be applied in accordance with the provisions of the treaty between the Uuited States and the said Shawnee Indians, proclaimed November second, eighteen hundred and fifty-four. CHAP. 128. -An act to provide for the sale of the remainder of the reservation of the Confederated Otoe and Missouria tribes of Indians, in the States of Nebraska and Kansas, and for other purposes. (March 3, 1881 )"
hvd.tz1nwn,"Annual report of the Commissioner of Indian Affairs, for the year ...",1881,419,18,Settler,,,,About six miles above the mouth of and in the valley of the La Plata River we reached the cabin of a settler named Rambo.,"My first work in that line was the exploration of the La Plata Valley, and the lands adjacent, from the northern line of the Ute Reservation to the junction of that river with the San Juan, in New Mexico. On arriving at the mouth of the La Plata the Lower Animas was visited in the region of Farmington. The purpose was to learn something reliable in relation to the disorder that was said to prevail in that region among contending elements of white people, so that steps could be taken to prevent the Indians from being involved. In this expedition I was accompanied by Agent Page. We camped on the Animas about the middle of the afternoon, and remained until ten o'clock the next day, and then retraced our steps to the mouth of the La Plata, and ascended that stream to Fort Lewis, a few miles north of the north line of the Indian reservation.","About six miles above the mouth of and in the valley of the La Plata River we reached the cabin of a settler named Rambo. He had been there but a few months. The first ranch on the La Plata below the southern line of the Ute Reservation is owned by Mr. Pond. He had been there for several years, and had 25 or 30 acres of land under cultivation. His claim is bounded on the north by the reservation line."
hvd.tz1nwn,"Annual report of the Commissioner of Indian Affairs, for the year ...",1881,419,23,Settler,,,,"He informed me that in the La Plata Valley, in New Mexico, there were twenty-three settlers.","About six miles above the mouth of and in the valley of the La Plata River we reached the cabin of a settler named Rambo. He had been there but a few months. The first ranch on the La Plata below the southern line of the Ute Reservation is owned by Mr. Pond. He had been there for several years, and had 25 or 30 acres of land under cultivation. His claim is bounded on the north by the reservation line.","He informed me that in the La Plata Valley, in New Mexico, there were twenty-three settlers. I observed but nineteen habitations, including those of Pond and Rambo; and there was an absence of cultivation, or land broken for that purpose, at many of these. I am not informed, and hence cannot state, what rights these settlers have acquired. On the way up the valley and within the Ute Reservation we observed several herds of cattle grazing, and learned that the stockmen were about to have their annual “ round up"" at or near the mouth of Cherry Creek, which is on the reservation. We returned to the agency on the evening of June 8, and remained a few days, when the work of inspecting the land was resumed."
hvd.tz1nwn,"Annual report of the Commissioner of Indian Affairs, for the year ...",1881,419,25,Settler,,,,"I am not informed, and hence cannot state, what rights these settlers have acquired.","The first ranch on the La Plata below the southern line of the Ute Reservation is owned by Mr. Pond. He had been there for several years, and had 25 or 30 acres of land under cultivation. His claim is bounded on the north by the reservation line. He informed me that in the La Plata Valley, in New Mexico, there were twenty-three settlers. I observed but nineteen habitations, including those of Pond and Rambo; and there was an absence of cultivation, or land broken for that purpose, at many of these.","I am not informed, and hence cannot state, what rights these settlers have acquired. On the way up the valley and within the Ute Reservation we observed several herds of cattle grazing, and learned that the stockmen were about to have their annual “ round up"" at or near the mouth of Cherry Creek, which is on the reservation. We returned to the agency on the evening of June 8, and remained a few days, when the work of inspecting the land was resumed. I visited, in the order named, thé valleys of the Animas, Florida, Los Pinos, and Piedra, and inspected the lands in each, as well as the adjacent grazing lands, and from time to time issued instructions to the contractors to proceed to survey these lands in and adjacent to each valley within the limits of the Indian reservation. It was my intention when I visited the valley of the Piedra to explore the San Juan Valley also, but the heat was so excessive that I was compelled to forego this."
uc1.b4871852,"The Indian place-names on Long island and islands adjacent, with their probable significations,",1911,237,7,Settler,,,,"The traditional origin of Punk's Hole is that an early settler became lost in the woods, and was able to locate himself only by these growths on some old trees in a hollow.","It was probably called Pung-plue's neck, from the Indian who lived there. 318. PUNK's HOLE: a name formerly applied to the village now known as Manor, Riverhead town, or to a locality near that hamlet. Punk was a name given by the Indians to a fungous growth found on old oak trees and stumps, and used by them for fuel (cf. Delaware punk, ""ashes,"" ""dust,"" ""tinder,"" ""gunpowder,"" etc.).","The traditional origin of Punk's Hole is that an early settler became lost in the woods, and was able to locate himself only by these growths on some old trees in a hollow. On being asked where he had been, he replied, “At Punk's Hole."" See the account of punk in the “Handbook of American Indians North of Mexico (vol. ii., 1910, p. 238). 319. QUACONSUCK: an abbreviated form of Pauquacumsuck (q. v.)."
uc1.b4871852,"The Indian place-names on Long island and islands adjacent, with their probable significations,",1911,332,3,Settler,,,,"Always the friend of the white settler, it is fitting that his name should be perpetuated in some part of his domain.","Deer Park, on the L. I. R. R. in the town of Babylon, was changed to Wyandance on Jan. 1, 1889. Wyandance was the Sachem of Paumanack after the death of his elder brother in 1652. On the heights of Montauk was located his palisadoed village.","Always the friend of the white settler, it is fitting that his name should be perpetuated in some part of his domain. The fact that it was considered necessary by the early settlers of the various middle and western towns of the Island to have his sign manual affixed to the deeds given by the resident Indians, seems to have evoked some detrimental comments thereon. Some think that Lyon Gardiner pulled the string, and the Sachem danced to it, but it was not so. These writers ignore, or else did not know of the agreement of 1645, by which the four confederated Sachems of Paumanack, all brothers, took these weak tribes under their care and protection (see Mochgonnekonck). This was done at the request of the tribes, and in doing it the Sachems naturally acquired a right to have a say in the disposal of these lands, which our ancestors understood and recognized."
uc1.b4871852,"The Indian place-names on Long island and islands adjacent, with their probable significations,",1911,332,4,Settler,,,,"The fact that it was considered necessary by the early settlers of the various middle and western towns of the Island to have his sign manual affixed to the deeds given by the resident Indians, seems to have evoked some detrimental comments thereon.","Deer Park, on the L. I. R. R. in the town of Babylon, was changed to Wyandance on Jan. 1, 1889. Wyandance was the Sachem of Paumanack after the death of his elder brother in 1652. On the heights of Montauk was located his palisadoed village. Always the friend of the white settler, it is fitting that his name should be perpetuated in some part of his domain.","The fact that it was considered necessary by the early settlers of the various middle and western towns of the Island to have his sign manual affixed to the deeds given by the resident Indians, seems to have evoked some detrimental comments thereon. Some think that Lyon Gardiner pulled the string, and the Sachem danced to it, but it was not so. These writers ignore, or else did not know of the agreement of 1645, by which the four confederated Sachems of Paumanack, all brothers, took these weak tribes under their care and protection (see Mochgonnekonck). This was done at the request of the tribes, and in doing it the Sachems naturally acquired a right to have a say in the disposal of these lands, which our ancestors understood and recognized. Besides all this, the signification of his name shows the estimation in which his opinion was held by his own and adjoining tribes."
uc1.b3279181,"The conquest of Virginia, the forest primeval : an account, based on original documents, of the Indians in that portion of the continent in which was established the first English colony in America /",1916,362,2,Settler,,,,"Long before the first European settler had set foot upon the shore of the Chesapeake, the Indians from all parts of the peninsula, once a year, during the full moon of September, assembled by the side of the pond to worship the Man-i-tou and to pray for the return of their mighty chief, who had, they believed, fallen into the water and sunk from their sight.”","“Still Pond, one of the mysteries of the Eastern Shore, was an object of veneration among the Indians of the peninsula. So deep as never to be sounded, they believed its waters ran down in the earth to supply the happy hunting grounds of their dead.","Long before the first European settler had set foot upon the shore of the Chesapeake, the Indians from all parts of the peninsula, once a year, during the full moon of September, assembled by the side of the pond to worship the Man-i-tou and to pray for the return of their mighty chief, who had, they believed, fallen into the water and sunk from their sight.” According to the beliefs of the Cher-o-kees, the Great Spirit of Evil had his throne among the peaks and precipices of Whiteside Mountain, one of the loftiest in the Co-wee' range, near its southern terminus. “There in a moss-grown inclosure, curved by nature to form the segment of a circle, and walled in by stupendous rocks which rise to a perpendicular height of eighteen hundred feet, he held his court; but, casting aside his state, he occasionally walked abroad upon the earth, and then, as he strode in the darkness from peak to peak, leaving upon the bald mountain tops the print of his awful footsteps, he spoke to the Red Man in the storm and in the thunder.”. * This range of mountains, a part of the southern extension of the Blue Ridge, is in the extreme western part of North Carolina, and forms the boundary between Swain and Macon, and Macon and Jackson counties. Kirke's Rear Guard of the Revolution, p. 18."
wu.89100043280,"The discovery of America, with some account of ancient America and the Spanish conquest,",1920,508,0,Settler,,,,"any governor who should give, or any settler who should receive, a new encomienda of Indians, or who should forcibly deprive them of their goods, was to be refused the sacraments of the Church.",,"any governor who should give, or any settler who should receive, a new encomienda of Indians, or who should forcibly deprive them of their goods, was to be refused the sacraments of the Church. Thus the further spread of slavery was to be stopped. Before leaving Guatemala for Spain, Las Casas had the pleasure of translating this decree into Spanish and sending it to all parts of the Indies."" He was detained five years in Spain, as the emperor needed his advice, and it was during this period that he wrote his “Destruction of the Indies” and other famous books. In 1542 he won his grand and decisive triumph in the promulress, gation of the New Laws by Charles V. Laws."
wu.89100043280,"The discovery of America, with some account of ancient America and the Spanish conquest,",1920,508,18,Settler,,,,"There is some reason for believing that at the time of Gasca's arrival in Peru, Gonzalo Pizarro was intending to throw off his allegiance to Spain entirely and make himself king, in which he would doubtless have been upheld by the settlers had not Gasca","* “It is well known that the liberation of the Indians from personal servitude was a measure, not only of humanity and justice, but also of policy, on the part of the Spanish government, to weaken the growing power of the conquerors and early colonists. The troubles in Peru give a good example of the state of affairs.” Bandelier, in Peabody Museum Reports, vol. ii. p. 445.","There is some reason for believing that at the time of Gasca's arrival in Peru, Gonzalo Pizarro was intending to throw off his allegiance to Spain entirely and make himself king, in which he would doubtless have been upheld by the settlers had not Gasca"
