,volume_id,title,year,page,sentence,keyword,Valid ex? 1=remove,On topic? 1 = yes,"P = positve, N = negative, [empty] = neutral/other - For ON TOPIC only",context,v_sent_score,tb_sent_score,ht_sent_score,v_sent,tb_sent,ht_sent
14,uva.x002243474,"The Jesuit relations and allied documents; travels and explorations of the Jesuit missionaries in New France, 1610-1791; the original French, Latin, and Italian texts, with English translations and notes.",1901,15,8,Pioneer,,,,"Hubert, and the condition of that pioneer family is described.",0.0,0.0,0.996867835521698,Neutral,Neutral,POSITIVE
15,hvd.32044010452878,The Southern workman.,1916,501,3,Pioneer,1,,,"In these pioneer days of the Industrial Home School, its success depended on the ability, tact, character, and devotion of these three people and they were not found wanting.",0.8402,0.3,0.9723111987113953,Positive,Neutral,NEGATIVE
16,hvd.32044010452878,The Southern workman.,1916,505,3,Pioneer,?,,,"The building, erected by a Hampton contractor, Mr. R. V. Richardson, and costing $9769.00, is to be known as “ Federation Cottage,” this name having been given it by the unanimous vote of the trustees in recognition of the splendid pioneer work done by the State Federation of Colored Women's Clubs.",0.6249,0.8333333333333334,0.9991449117660522,Positive,Positive,POSITIVE
17,uva.x030759059,Oregon trail.,1902,19,4,Pioneer,,,,"Finding her wholly uncontrollable, we exchanged her for another, with which we were furnished by our friend Mr. Boone of Westport, a grandson of Daniel Boone, the pioneer.",0.1779,0.0,0.9382534623146057,Neutral,Neutral,POSITIVE
18,hvd.32044010452878,The Southern workman.,1916,107,2,Pioneer,,,south africa,"The work of this institution is carried on under the auspices of the American Board, whose pioneer missionaries landed in Natal in 1835, nearly eight years prior to the annexation of that country by the British.",0.0,0.025,0.9941136240959167,Neutral,Neutral,POSITIVE
19,hvd.32044010452878,The Southern workman.,1916,190,18,Pioneer,,,,"Their advancement has been something wonderful for our people, who know nothing of pioneer life.",0.5719,1.0,0.9996418952941895,Positive,Positive,POSITIVE
20,hvd.32044010452878,The Southern workman.,1916,259,13,Pioneer,,,,"As one turns the pages of this beautifully printed book and recalls the untiring energy and zeal of this pioneer of Christian missions, the lines which the author inscribed at the end of his Indian grammar have new significance, “Prayer and pains through faith in Jesus Christ will do anything.""",0.8213,0.3287878787878788,0.9992148876190186,Positive,Neutral,POSITIVE
21,hvd.32044010452878,The Southern workman.,1916,260,21,Pioneer,,,,"The apparently fruitless search of the Nez Percé chiefs resulted in the first Protestant mission west of the Rocky Mountains, the Methodist Epicopal Church being the pioneer in this pathfinding expedition.",0.0,0.15,0.9495062828063965,Neutral,Neutral,POSITIVE
22,hvd.32044010452878,The Southern workman.,1916,260,31,Pioneer,,,,"The Rev. Jason Lee, a young minister, the son of a Canadian pioneer, was chosen for the task.",0.0,0.1,0.9951208233833313,Neutral,Neutral,POSITIVE
23,hvd.32044010452878,The Southern workman.,1916,369,8,Pioneer,,,,"These, my friends, with many others of the pioneer as well as the present days, because of their service and sacrifice, have made possible the Tuskegee Institute of today, not merely the grounds and buildings, not even this splendid body of students, but, transcendingly more significant and beautiful, they gave us the “Tuskegee Spirit” — the spirit of Coöperation and Consecration.",0.9412,0.4135416666666667,0.9998266100883484,Positive,Positive,POSITIVE
24,hvd.32044010452878,The Southern workman.,1916,410,4,Pioneer,,,,"He has learned the value of remaining quietly at work and producing, among other crops, ""peaches that can't be beat,” to quote his own graphic summary of experience in a new, rich country where men of the pioneer type survive and make good.",0.836,0.2409090909090909,0.9983682036399841,Positive,Neutral,POSITIVE
25,hvd.32044010452878,The Southern workman.,1916,542,1,Pioneer,,,,Hitherto the Pimas had not refused food and shelter to many a discouraged pioneer.,-0.2052,0.5,0.961540937423706,Neutral,Positive,POSITIVE
26,hvd.32044010452878,The Southern workman.,1916,628,1,Pioneer,,,,"Most appropriately the public meetings were held in Sinclair Chapel of Coe College-a chapel named for a pioneer citizen of Cedar Rapids, whose active intervention at the time of the threatened removal of the Poncas from their reservation proved him one of the best friends of the Indians in that section.",0.7906,0.37333333333333335,0.9996808767318726,Positive,Positive,POSITIVE
27,uc1.c2919152,The Garcés reports on the Southwestern Indians /,1917,25,5,Pioneer,,,,"The unknown lands just beyond his gaze held for him, as for many another pioneer, a lure which could not be resisted.",0.0,0.2,0.998630940914154,Neutral,Neutral,POSITIVE
28,wu.89066463969,The Carlisle arrow.,1919,27,6,Pioneer,,,?,"night in the quiet and restful home of DEAR MR. LIPPS:-1 thank you for our pioneer country mother, Miss getting me such a nice country home Edge.",0.8602,0.19999999999999998,0.9997337460517883,Positive,Neutral,POSITIVE
29,njp.32101078192869,Back-trailing on the old frontiers;,1922,12,7,Pioneer,,,,Along this strip of river front stepped ashore many of the pioneers and soldiers who were to become outstanding figures in the history of the west.,0.6124,0.5,0.9991083741188049,Positive,Positive,POSITIVE
30,inu.30000008754222,Ohio archaeologist.,1992,97,21,Pioneer,1,,,"ANNUAL INDIAN RELIC SHOW TO BE HELD DURING THE PIONEER DAYS SEPTEMBER 28 & 29 HARDIN COUNTY FAIRGROUNDS KENTON, OHIO",0.0,0.0,0.9620630741119385,Neutral,Neutral,POSITIVE
31,njp.32101078192869,Back-trailing on the old frontiers;,1922,12,10,Pioneer,,,,"It was the greatest American rival of the Hudson's Bay Company's trading outposts, and before the day of the steamboat on the upper river shipped annually great quantities of furs down the Missouri to St. Louis in mackinaw boats manned by French and American voyageurs of the earliest pioneer type.",0.8519,0.23492063492063492,0.9697746634483337,Positive,Neutral,POSITIVE
32,nnc1.0040755380,The slaveholding Indians.,1925,238,5,Pioneer,,,,"They would have wandered from the Atlantic to the Pacific, from the Susquehanna River to the Willamette, in a desperate effort to escape the avaricious pioneer, and, to their own chagrin, they would have found him on the western coast also.",-0.5423,0.0,0.9831641316413879,Negative,Neutral,NEGATIVE
33,uva.x001648041,"From Quebec to New Orleans; the story of the French in America ... Fort de Chartres,",1929,291,6,Pioneer,,,,"This appointment proved the undoing of Perrier and occasioned what was perhaps the craftiest, the most treacherous and the most gruesome massacre in those far-off pioneer days.",0.0,0.0,0.992763340473175,Neutral,Neutral,NEGATIVE
34,uc1.31822007257405,The missions and missionaries of California /,1930,181,7,Pioneer,,,,The volume is an interesting and valuable record of the missionary work accomplished through these religious orders and of the debt the United States owes these zealous pioneer churchmen for their successful labors in civilizing and Christianizing the Indian tribes resident along the western coast of the New World.,0.9231,0.2643939393939394,0.9998089671134949,Positive,Neutral,POSITIVE
35,uc1.31822007257405,The missions and missionaries of California /,1930,182,12,Pioneer,,,,"Unless one has some knowledge of the heroic work of the pioneer missionaries in the United States, it is almost impossible to obtain a clear idea of the splendid growth of the Church from a tiny seed in what might be termed barren ground.",0.9371,0.19333333333333336,0.9752702713012695,Positive,Neutral,NEGATIVE
36,uc1.31822007257405,The missions and missionaries of California /,1930,183,11,Pioneer,,,,"In California as in North America, the Roman Church led the way in missionary work, and her pioneer priests, some of whom were martyred, left a noble record of self-denial and zeal for God.",0.6249,0.3,0.5703915953636169,Positive,Neutral,NEGATIVE
37,inu.30000022632842,Treaty days : reflections of an Indian commissioner /,1991,111,4,Pioneer,1,,native,"On the trip northward I had met that pioneer Indian school principal, Father Hugonnard, who had been on a recruiting trip to the Nut Lake Reserve, from which point few, if any, children had been sent to school.",0.0,-0.2,0.9612656831741333,Neutral,Neutral,POSITIVE
38,inu.30000025479266,Bulletin of the Archaeological Society of New Jersey.,1995,50,5,Pioneer,1,,,"Synopsis The Lilly study has been described as a pioneer effort in interNewcomb's arguments were logical and compelling, and disciplinary research wherein some seven authors and numerous enabled historians to accept the Walam Olum as an authentic ""nativistic"" document, while rejecting the validity of the history researchers bring to the investigation of the Walam Olum the variportrayed therein.",-0.296,0.2625,0.991331934928894,Neutral,Neutral,POSITIVE
39,inu.30000025479266,Bulletin of the Archaeological Society of New Jersey.,1995,54,42,Pioneer,1,,,"Contemporary Munsee Acknowledgments and Unami speakers deny that such a word was ever in use, and This paper is dedicated to Cyrus H. Gordon, master scholar, enough evidence has been accumulating by the writer to demonpioneer Ugaritologist and decoder of Linear A tablets, decipherer strate that Brinton frequently fudged his presentation of evidence.",0.1531,0.06666666666666667,0.9942820072174072,Neutral,Neutral,NEGATIVE
40,uc1.31822007257405,The missions and missionaries of California /,1930,191,18,Pioneer,,,,"It is a splendid story of the pioneer soldiers of the Cross and of their ceaseless, many-sided battles for Christian civilization.-Freeman's Journal, New York.",0.296,0.14494949494949497,0.9998453855514526,Neutral,Neutral,POSITIVE
41,uc1.31822007257405,The missions and missionaries of California /,1930,198,7,Pioneer,,,,"This able pioneer work in the uncultivated field of Church History of our country places your name among the ablest historians, and sheds a luster upon the Commissariat, the entire Province and the whole Order.",0.0,0.2333333333333333,0.9996009469032288,Neutral,Neutral,POSITIVE
42,mdp.39015031603973,The Swimmer manuscript Cherokee sacred formulas and medicinal prescriptions,1932,25,9,Pioneer,,,,But the life of a scientist and a pioneer like Mooney is not of threescore and ten only.,0.5023,0.0,0.9065408706665039,Positive,Neutral,NEGATIVE
43,wu.89058380106,Indian Americans /,1932,168,14,Pioneer,,,,"One sees Kate McBeth seated at the door of a log-cabin and instructing four Nez Percé ministers; Thomas Williamson, pioneer doctor, attends a sick Dakota in his tent; William Penn signs his historic treaty.",-0.5106,-0.35714285714285715,0.610759437084198,Negative,Negative,POSITIVE
44,inu.30000026206999,"Alaska native food practices, customs, and holidays /",1993,17,10,Pioneer,1,,,Mazur M. A new kind of pioneer.,0.0,0.36818181818181817,0.9991913437843323,Neutral,Positive,POSITIVE
45,wu.89058380106,Indian Americans /,1932,169,1,Pioneer,,,,"Roger Williams, sheltered by the Narragansetts, Marcus Whitman finding his pioneer trail over the Rockies, and David Brainerd with his interpreter also have their places there among the silent witnesses to the many ways in which life and light has been brought to the Indian.",0.0,0.3,0.9991313815116882,Neutral,Neutral,POSITIVE
46,mdp.39015027812802,"Government and development of Oklahoma territory,",1933,351,13,Pioneer,,,,It authorized the leasing of Indian grazing lands at a figure which would bring the Indians a profitable Hackney was an Oklahoma pioneer who was active in the early fight for single statehood.,0.4588,-0.034920634920634915,0.93022620677948,Positive,Neutral,POSITIVE
47,mdp.39015027812802,"Government and development of Oklahoma territory,",1933,440,2,Pioneer,,,,"tories—it is the sense of the Dallas Commercial Club, and, we believe, the sense of all Texas that Congress should at once recognize the rights of these people and bestow upon them the most fitting reward for the privations of pioneer life—the blessing of self-government.",0.8008,0.3333333333333333,0.9842216968536377,Positive,Positive,POSITIVE
48,mdp.39015027812802,"Government and development of Oklahoma territory,",1933,466,14,Pioneer,,,,"Present day citizens of Oklahoma, who enjoy all the comforts of an advanced civilization, can scarcely appreciate the hardships and difficulties of the early pioneers.",0.818,0.225,0.9829042553901672,Positive,Neutral,NEGATIVE
49,mdp.39015027812802,"Government and development of Oklahoma territory,",1933,466,15,Pioneer,,,,"During the struggle that preceded the opening, the spirit of resolution and determination characteristic of the pioneer was manifested.",0.2732,-0.06666666666666667,0.9995735287666321,Neutral,Neutral,POSITIVE
50,mdp.39015027812802,"Government and development of Oklahoma territory,",1933,470,6,Pioneer,,,,"After several months, these settlers returned to face the obstacles incident to pioneer life and the poor seasons that followed for several years.",-0.6908,-0.1125,0.7360501885414124,Negative,Neutral,NEGATIVE
51,inu.30000035011257,Papers in anthropology.,1977,346,20,Pioneer,1,,,"In the University of the Philippines, for example, Marcelo Tangco, the pioneer Filipino Ph.D. candidate in anthropology at Harvard University and considered the first professional Filipino anthropologist, succeeded Beyer as head of the Anthropology",0.4215,0.175,0.9982503056526184,Positive,Neutral,POSITIVE
52,inu.30000035011257,Papers in anthropology.,1977,353,12,Pioneer,,1,non-US,"However, the works of Dr. Jose P. Rizal (the Filipino national hero) who was in professional contact with German and other European scholars such as Bastian, as well as the writings of Blumentritt are excellent source materials for a discussion of pioneers before the American colonial period.",0.8555,0.1392857142857143,0.9994600415229797,Positive,Neutral,POSITIVE
53,inu.30000035011257,Papers in anthropology.,1977,353,16,Pioneer,1,,,"Bailen is a pioneer Filipino physical anthropologist and is on the faculty of the Department of Anthropology, University of the Philippines, Diliman, Quezon City, Philippines.",0.0,0.0,0.9992731213569641,Neutral,Neutral,POSITIVE
54,inu.30000037443763,Jaime de Angulo : the music of the Indians of Northern California /,1988,16,6,Pioneer,1,,,"The area of northern California Indian music is one of the least-studied and known in the field of American Indian music, and these studies and the consequent essay by de Angulo were pioneer.",0.0,0.0,0.9805915951728821,Neutral,Neutral,NEGATIVE
55,mdp.39015027812802,"Government and development of Oklahoma territory,",1933,475,2,Pioneer,,,,"The pioneer farmers, encouraged by the profuse growth of wild fruits found along the many small streams and in the woodlands, continued planting fruit trees.",0.6249,0.11666666666666665,0.9991450309753418,Positive,Neutral,POSITIVE
56,mdp.39015027812802,"Government and development of Oklahoma territory,",1933,489,6,Pioneer,,,,The people of Oklahoma had had the courage to brave the hardships of pioneer life.,0.765,0.8,0.9997307658195496,Positive,Positive,POSITIVE
57,uva.x000457148,"Federal Indian relations, 1774-1788,",1933,124,8,Pioneer,,,,"The appearance of federal surveyors in the woods was a clear proof to the Indians that their lands would soon be in the hands of the pioneer farmers, and this would, of course, stir them to take steps for resisting the intruders.",0.3818,0.10000000000000002,0.9941921830177307,Positive,Neutral,POSITIVE
58,osu.32435030278774,The Masterkey.,1935,13,6,Pioneer,,,,"Mr. Gillespie was a member of one of the early pioneer milies of Kansas City, his father having settled there in 46 when he opened the first livestock commission office the then little community of Westport, the beginning of Santa Fe Trail.",0.0,0.05416666666666666,0.9933581948280334,Neutral,Neutral,POSITIVE
59,uc1.b3611144,The Ohio State archaeological and historical quarterly,1935,106,2,Pioneer,,,,"The surplus products of the Miami region were beginning to accumulate after a generation of pioneer farming, and the need of an emporium was felt.",0.0,0.0,0.9558724761009216,Neutral,Neutral,POSITIVE
60,uc1.b3611144,The Ohio State archaeological and historical quarterly,1935,142,7,Pioneer,,,,"From the old country he had come, a pioneer, to play one of the most important roles in the field of higher education in the early West.",0.5413,0.27,0.998664140701294,Positive,Neutral,POSITIVE
61,uc1.b3611144,The Ohio State archaeological and historical quarterly,1935,145,14,Pioneer,,,,"Thus we see Bishop, builder of a great university, writer and speaker of note, a pioneer, perhaps a founder of the modern sciences of sociology and government, the stimulator, during his half-century of university teaching, of innumerable famous men in all walks of life.",0.6249,0.5,0.9994513392448425,Positive,Positive,POSITIVE
62,uc1.b3611144,The Ohio State archaeological and historical quarterly,1935,149,0,Pioneer,,,,"THE HISTORY OF PRINTING AND PUBLISHING IN OXFORD, OHIO, 1827-1841 It has today become rather trite to talk of the trials and hardships that beset that eager group of students that came to the newly-opened doors of Miami University in the middle of the 1820's; and many who are prone to look askance at the comparative ease of college life of the present, and its attendant attractiveness for the intellectually incompetent are inclined to feel that the selective influence of pioneer hardship was not an unmitigated evil.",0.7591,-0.10833333333333334,0.9827781319618225,Positive,Neutral,NEGATIVE
63,uc1.b3611144,The Ohio State archaeological and historical quarterly,1935,172,18,Pioneer,,,,"Herein, for us, lies the value of these documents: that they recreate the spirit that founded Miami, and the westward flow of American cultural ideals that it represents, and that they help to bring one a step closer to an appreciation of the indomitable courage of the pioneer.",0.8834,0.03333333333333333,0.9996190071105957,Positive,Neutral,POSITIVE
64,uc1.b3611144,The Ohio State archaeological and historical quarterly,1935,204,5,Pioneer,,,,"The book is divided into fourteen chapters dealing with the basis for civilization, the lure of western lands, government in the wilderness, the beginnings of government in Ohio, Indiana and Michigan, the conquest of the Indians, pioneer agriculture, beginnings of communication, the rise of trade and industry, cultural and social foundations, religion and order, and the vindication of the American Colonial policy.",0.0,0.03333333333333333,0.9964711666107178,Neutral,Neutral,POSITIVE
65,uc1.b3611144,The Ohio State archaeological and historical quarterly,1935,219,8,Pioneer,,,,It could not anticipate that the torches of British soldiers firing the dwellings of Connecticut patriots were to light the hearth fires of pioneer homes in north central Ohio.,-0.34,0.13333333333333333,0.9524403810501099,Negative,Neutral,NEGATIVE
66,uc1.b3611144,The Ohio State archaeological and historical quarterly,1935,263,5,Pioneer,,,,"In navigation and shipping the Germans have contributed a large share and on the Ohio and Mississippi Rivers they were the pioneer skippers in flat boats, sail boats, and finally steam boats.",0.296,0.0630952380952381,0.9980288147926331,Neutral,Neutral,POSITIVE
67,uc1.b3611144,The Ohio State archaeological and historical quarterly,1935,265,10,Pioneer,,,,"One beautiful Sunday, the ruction attained such intensity that the floor broke under the energetic manifestation, and the wrangling pioneer fathers and mothers found themselves in the cellar.",0.6124,0.45,0.9442523121833801,Positive,Positive,POSITIVE
68,uc1.b3611144,The Ohio State archaeological and historical quarterly,1935,272,13,Pioneer,,,,"There was no distinction of old and young, fashionable or unfashionable, married or unmarried; but while the party like a family was mixed in different proportions, it was always composed of the well-to-do, the respectable and the intellectual The distinctive marks of pioneer hospitality had not yet wholly departed.",0.9382,0.17857142857142858,0.9800699949264526,Positive,Neutral,POSITIVE
69,uc1.b3611144,The Ohio State archaeological and historical quarterly,1935,272,14,Pioneer,,,,"The frank manners, the warm reception, the bon ami, and the recognition of the pioneer favorites had not yet gone.",0.5719,0.6,0.9694594740867615,Positive,Positive,NEGATIVE
70,uc1.b3611144,The Ohio State archaeological and historical quarterly,1935,274,7,Pioneer,,,,"The material of which it is formed, being the Quincy granite of New England, carries the idea of strength and durability, and its severe simplicity, makes it peculiarly suitable to perpetuate the memory of that worthy pioneer.",0.4767,0.3398989898989899,0.9997634291648865,Positive,Positive,POSITIVE
71,uc1.b3611144,The Ohio State archaeological and historical quarterly,1935,275,9,Pioneer,,,,"Young Baum declining to give up his bride, took her back to Yellow Springs, where following in the footsteps of his pioneer father, he undertook the operation of a small Store.",0.0,-0.03,0.9657052159309387,Neutral,Neutral,POSITIVE
72,uc1.b3611144,The Ohio State archaeological and historical quarterly,1935,344,10,Pioneer,,,,"The entire museum collection was the gift of two former residents and members of pioneer families, Mr. David and Mr. John Johnson.",0.4404,0.0,0.9991981387138367,Positive,Neutral,POSITIVE
73,uc1.b3611144,The Ohio State archaeological and historical quarterly,1935,355,30,Pioneer,,,,"The fireplace came from an old home; the carpet, chairs, tables and other furnishings were donated by descendants of our pioneer citizens.",0.0,-0.012499999999999997,0.9583714604377747,Neutral,Neutral,POSITIVE
74,inu.30000092883101,Glenn A. Black Laboratory of Archaeology.,1971,6,16,Pioneer,1,,,"From 1944 until his Warren K. Moorehead, a pioneer figure in the retirement from the position in 1960, he had development of archaeology in the eastern United the additional role of Lecturer at Indiana States, to inspect a number of sites in Indiana so University.",0.4767,0.0,0.9938486218452454,Positive,Neutral,POSITIVE
75,uc1.b3611144,The Ohio State archaeological and historical quarterly,1935,356,2,Pioneer,,,,"Cooking, churning, spinning, bulletmolding and other pioneer activities are acted out in a way thoroughly enjoyable to all concerned.",0.4927,-0.041666666666666664,0.9998842477798462,Positive,Neutral,POSITIVE
76,uc1.b3611144,The Ohio State archaeological and historical quarterly,1935,361,7,Pioneer,,,,It is a veritable Who's Who of the pioneer,0.0,0.0,0.9948478937149048,Neutral,Neutral,POSITIVE
77,uc1.b3611144,The Ohio State archaeological and historical quarterly,1935,376,3,Pioneer,,,,"Architects of note began to make their way in the 1830's, and among these pioneer architects who have produced commendable work, are John Elder who made the plans for the Hospital for the Insane in 1846; Joseph Curzon, who planned and built the Second Presbyterian Church of Indianapolis in 1864, and Francis Costigan who planned and built the Institute for the Blind in 1852.",-0.6597,-0.5,0.999234676361084,Negative,Negative,POSITIVE
78,uc1.b3611144,The Ohio State archaeological and historical quarterly,1935,401,1,Pioneer,,,,But the American of the pioneer period was necessarily preoccupied with the hard task of winning a mastery over nature and a minimum economic security for his family and himself.,0.7964,0.08166666666666667,0.9812586903572083,Positive,Neutral,POSITIVE
79,inu.30000107487781,Bulletin of the Texas Archeological Society.,2005,116,29,Pioneer,1,,,"For example, topics of his articles include petroglyphs as a measure of slope stability (with Ben Howard and others, Science 1941); thoughts on the origin of burned rock middens (with J. Charles Kelley, American Antiquity 1942); the pioneer tree-ring work of Jacob Kuechler (Tree-Ring Bulletin, 1949); use of medicinal plants by the Choctaw, Chickasaw and Creek Indians (Journal of the Washington Academy of Sciences, 1951); origins of the mescal bean cult (American Anthropologist 1958); the Choctaw afterworld (Journal of American Folklore, 1959);",0.0,0.0,0.9698224067687988,Neutral,Neutral,POSITIVE
80,inu.30000117665244,The Wisconsin archeologist.,1975,19,10,Pioneer,1,,,"As a pioneer aquatic grass, it grows best on alluvial or sandy bottoms of slow moving steams or clear water lakes.",0.7783,0.26666666666666666,0.9297459721565247,Positive,Neutral,POSITIVE
81,uc1.b3611144,The Ohio State archaeological and historical quarterly,1935,401,4,Pioneer,,,,"No part of the region west of the Alleghenies, however, was much removed from the pioneer stage.",-0.296,0.2,0.9925014972686768,Neutral,Neutral,NEGATIVE
82,uc1.b3611144,The Ohio State archaeological and historical quarterly,1935,405,11,Pioneer,,,,"They were much more interested in writings like the chatty chronicles of Henry Howe who had traveled through Ohio in 1846 and 1847, gathering all sorts of data and recording the recollections of pioneer citizens.",0.6697,0.375,0.7535722255706787,Positive,Positive,NEGATIVE
83,uc1.b3611144,The Ohio State archaeological and historical quarterly,1935,406,6,Pioneer,,,,In some cases data relating to pioneer life have been preserved that otherwise might have been lost.,-0.3182,0.0,0.997326135635376,Negative,Neutral,NEGATIVE
84,uc1.b3611144,The Ohio State archaeological and historical quarterly,1935,451,3,Pioneer,,,,"Unfortunately, this early effort accomplished only the maintenance of a precarious existence for a few years, and the publication of a volume on pioneer history by the well known historian, S. P. Hildreth of Marietta, Ohio.",0.3818,-0.08,0.9943513870239258,Positive,Neutral,NEGATIVE
85,inu.30000117665244,The Wisconsin archeologist.,1975,349,4,Pioneer,1,,,in the sample taken from Crabapple Point the very large number of Amaranthus retroflexus recovered (39% of the total sample) undoubtedly represents such pioneer plants.,0.1477,0.09285714285714286,0.9876762628555298,Neutral,Neutral,POSITIVE
86,inu.30000117668529,Northwest anthropological research notes.,1982,10,3,Pioneer,1,,,I In the Pacific Northwest the pioneer effort in Chinese site archaeology was Gehr's (1975) excavation of a Washington salmon cannery workers' camp on the lower Columbia River.,-0.296,0.0,0.987968921661377,Neutral,Neutral,POSITIVE
87,inu.30000117877385,Central States archaeological journal.,1956,68,12,Pioneer,?,,,The pioneer Indiana collector Thomas A. Hendricks passed away in his sleep on July 30th at the age of 80 years.,0.0,0.0,0.9531288146972656,Neutral,Neutral,NEGATIVE
88,uc1.b3611144,The Ohio State archaeological and historical quarterly,1935,474,19,Pioneer,,,,Bishop was probably the ablest of all the Western pioneer educators.,0.0,0.0,0.999775230884552,Neutral,Neutral,POSITIVE
